passing_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,passing_yards,passing_yards_per_game,passing_completions,passing_attempts,completion_percentage,passing_touchdowns,interceptions_thrown,passer_rating,games_played,year,category
11,Ben,Taylor,Ben Taylor,/la/bossier-city/airline-vikings/athletes/ben-taylor/football/stats/?careerid=h2n40mpg9u0cc,h2n40mpg9u0cc,QB,Airline,LA,4357,4357,363.1,325,447,0.727,47,6,133,12,2024,passing
12,Preston,Lancaster,Preston Lancaster,/al/tuscaloosa/tuscaloosa-academy-knights/athletes/preston-lancaster/football/stats/?careerid=csgjhu1nfguh1,csgjhu1nfguh1,QB,Tuscaloosa Academy,AL,4293,4293,286.2,266,379,0.702,47,6,141,15,2024,passing
13,Brandon,Cobb,Brandon Cobb,/ar/little-rock/pulaski-academy-bruins/athletes/brandon-cobb/football/stats/?careerid=jesa1kkvjv0k4,jesa1kkvjv0k4,QB,Pulaski Academy,AR,4245,4245,326.5,357,564,0.633,48,12,106,13,2024,passing
14,Hank,Hendrix,Hank Hendrix,/tx/boerne/boerne-greyhounds/athletes/hank-hendrix/football/stats/?careerid=utn364b4mfbh1,utn364b4mfbh1,QB,Boerne,TX,4237,4237,282.5,274,389,0.704,46,6,139,15,2024,passing
15,Jayden,Paluseo,Jayden Paluseo,/tx/corpus-christi/flour-bluff-hornets/athletes/jayden-paluseo/football/stats/?careerid=e37lp5rs5igue,e37lp5rs5igue,QB,Flour Bluff,TX,4183,4183,298.8,271,375,0.723,56,9,138,14,2024,passing
16,Keelon,Russell,Keelon Russell,/tx/duncanville/duncanville-panthers-and-pantherettes/athletes/keelon-russell/football/stats/?careerid=20qle0rf4o600,20qle0rf4o600,QB,Duncanville,TX,4177,4177,298.4,238,343,0.694,55,4,145,14,2024,passing
17,Thomas,Donovan,Thomas Donovan,/ca/el-cajon/grossmont-foothillers/athletes/thomas-donovan/football/stats/?careerid=cb6376dsjiirb,cb6376dsjiirb,"QB, WR",Grossmont,CA,4134,4134,344.5,289,503,0.575,53,16,106,12,2024,passing
18,Justice,Burnam,Justice Burnam,/oh/cincinnati/anderson-raptors/athletes/justice-burnam/football/stats/?careerid=s1lnovoo1ep44,s1lnovoo1ep44,QB,Anderson,OH,4134,4134,258.4,277,380,0.729,42,7,137,16,2024,passing
19,Bradyn,Little,Bradyn Little,/il/quincy/quincy-blue-devils/athletes/bradyn-little/football/stats/?careerid=2d67ikn3r5kg0,2d67ikn3r5kg0,QB,Quincy,IL,4132,4132,344.3,263,369,0.713,47,8,139,12,2024,passing
20,Jaseir,Posey,Jaseir Posey,/ok/pocola/pocola-indians/athletes/jaseir-posey/football/stats/?careerid=jalqicnperjh1,jalqicnperjh1,QB,Pocola,OK,4103,4103,341.9,244,362,0.674,39,10,130,12,2024,passing
21,Jack,Emerson,Jack Emerson,/tx/willis/willis-wildkats/athletes/jack-emerson/football/stats/?careerid=rufksn1hn56i2,rufksn1hn56i2,QB,Willis,TX,4102,4102,315.5,242,328,0.738,51,7,146,13,2024,passing
22,Matt,Bodnar II,Matt Bodnar II,/pa/easton/notre-dame-green-pond-crusaders/athletes/matt-bodnar-ii/football/stats/?careerid=q9kul0n26fih1,q9kul0n26fih1,QB,Notre Dame-Green Pond,PA,4079,4079,370.8,247,354,0.698,37,8,134,11,2024,passing
23,Canyon,Evans,Canyon Evans,/tx/glen-rose/glen-rose-tigers/athletes/canyon-evans/football/stats/?careerid=fo98j14pdcrh1,fo98j14pdcrh1,QB,Glen Rose,TX,4063,4063,338.6,271,400,0.678,49,5,135,12,2024,passing
24,Maverick,Geske,Maverick Geske,/in/indianapolis/brebeuf-jesuit-preparatory-braves/athletes/maverick-geske/football/stats/?careerid=n5g2bbhl27d66,n5g2bbhl27d66,QB,Brebeuf Jesuit Preparatory,IN,4039,4039,367.2,211,346,0.61,40,11,127,11,2024,passing
25,Trevor,Long,Trevor Long,/tx/corpus-christi/miller-buccaneers/athletes/trevor-long/football/stats/?careerid=9mfmh4f7n8e00,9mfmh4f7n8e00,QB,Miller,TX,4012,4012,286.6,217,371,0.585,50,3,132,14,2024,passing
26,Welker,Horn,Welker Horn,/tx/lubbock/lubbock-christian-eagles/athletes/welker-horn/football/stats/?careerid=f557417gmen55,f557417gmen55,"QB, OLB",Lubbock Christian,TX,3965,3965,330.4,247,356,0.694,51,5,140,12,2024,passing
27,Gunner,Rivers,Gunner Rivers,/al/fairhope/st-michael-catholic-cardinals/athletes/gunner-rivers/football/stats/?careerid=b1h9tv06rm377,b1h9tv06rm377,QB,St. Michael Catholic,AL,3947,3947,281.9,267,424,0.63,36,6,116,14,2024,passing
28,Trevaris,Jones,Trevaris Jones,/nc/elizabeth-city/northeastern-eagles/athletes/trevaris-jones/football/stats/?careerid=q1annragihfrb,q1annragihfrb,QB,Northeastern,NC,3947,3947,246.7,208,284,0.732,45,3,150,16,2024,passing
29,Hunter,Jones,Hunter Jones,/tx/holliday/holliday-eagles/athletes/hunter-jones/football/stats/?careerid=qke15r5vt9tqa,qke15r5vt9tqa,QB,Holliday,TX,3938,3938,281.3,225,352,0.639,54,11,129,14,2024,passing
30,Braden,Atkinson,Braden Atkinson,/nc/rolesville/rolesville-rams/athletes/braden-atkinson/football/stats/?careerid=28i1k79qqnsg0,28i1k79qqnsg0,QB,Rolesville,NC,3925,3925,245.3,250,366,0.683,53,5,138,16,2024,passing
31,Angelo,Renda,Angelo Renda,/tx/southlake/southlake-carroll-dragons/athletes/angelo-renda/football/stats/?careerid=5ntops7vrm9p9,5ntops7vrm9p9,QB,Southlake Carroll,TX,3901,3901,243.8,257,360,0.714,40,11,131,16,2024,passing
32,Brayden,Matheney,Brayden Matheney,/mo/hallsville/hallsville-indians/athletes/brayden-matheney/football/stats/?careerid=bucjr60prg1ff,bucjr60prg1ff,QB,Hallsville,MO,3897,3897,299.8,319,572,0.558,34,20,82,13,2024,passing
33,Kane,Archer,Kane Archer,/ar/greenwood/greenwood-bulldogs/athletes/kane-archer/football/stats/?careerid=6nlklobmkkvdd,6nlklobmkkvdd,QB,Greenwood,AR,3880,3880,298.5,247,303,0.815,57,2,159,13,2024,passing
34,Josh,Moody,Josh Moody,/wv/nitro/nitro-wildcats/athletes/josh-moody/football/stats/?careerid=2jnsrh0p57lvf,2jnsrh0p57lvf,QB,Nitro,WV,3846,3846,320.5,241,345,0.699,40,10,133,12,2024,passing
35,Patrick,Greisen,Patrick Greisen,/wi/de-pere/west-de-pere-phantoms/athletes/patrick-greisen/football/stats/?careerid=147jq5l2hjd77,147jq5l2hjd77,QB,West De Pere,WI,3837,3837,295.2,246,352,0.699,49,9,135,13,2024,passing
36,Sir-izzik,Sánchez caldwell,Sir-izzik Sánchez caldwell,/az/tonopah/tonopah-valley-phoenix/athletes/sir-izzik-s%C3%A1nchez-caldwell/football/stats/?careerid=01kg3qkfih3ue,01kg3qkfih3ue,"QB, FS",Tonopah Valley,AZ,3827,3827,294.4,201,324,0.62,45,11,128,13,2024,passing
37,Mark,Wiepert,Mark Wiepert,/or/wilsonville/wilsonville-wildcats/athletes/mark-wiepert/football/stats/?careerid=9g3ar61r3kqsc,9g3ar61r3kqsc,"QB, MLB",Wilsonville,OR,3811,3811,293.2,232,386,0.601,51,9,123,13,2024,passing
38,Cardea,Collier,Cardea Collier,/tx/alvarado/alvarado-indians/athletes/cardea-collier/football/stats/?careerid=gn86c0anlv2qa,gn86c0anlv2qa,"QB, CB",Alvarado,TX,3801,3801,271.5,240,341,0.704,43,12,132,14,2024,passing
39,Julian,Lewis,Julian Lewis,/ga/carrollton/carrollton-trojans/athletes/julian-lewis/football/stats/?careerid=eqc3tnh0d22cc,eqc3tnh0d22cc,QB,Carrollton,GA,3798,3798,253.2,267,353,0.756,48,7,141,15,2024,passing
40,Jaxon,Knutson,Jaxon Knutson,/az/tempe/mcclintock-chargers/athletes/jaxon-knutson/football/stats/?careerid=bibiaubru7311,bibiaubru7311,QB,McClintock,AZ,3796,3796,345.1,214,318,0.673,47,5,141,11,2024,passing
41,Dominic,Pierini,Dominic Pierini,/ca/watsonville/monte-vista-christian-mustangs/athletes/dominic-pierini/football/stats/?careerid=rlngecok9fig0,rlngecok9fig0,QB,Monte Vista Christian,CA,3789,3789,378.9,263,413,0.637,35,10,112,10,2024,passing
42,Landon,York,Landon York,/tx/wall/wall-hawks/athletes/landon-york/football/stats/?careerid=nssq3jup1hh77,nssq3jup1hh77,QB,Wall,TX,3767,3767,251.1,244,366,0.667,48,7,132,15,2024,passing
43,Brady,Atwell,Brady Atwell,/ky/owensboro/owensboro-catholic-aces/athletes/brady-atwell/football/stats/?careerid=0hncap0r74cj3,0hncap0r74cj3,"QB, OLB",Owensboro Catholic,KY,3765,3765,251.0,257,378,0.68,49,6,133,15,2024,passing
44,Brady,Stober,Brady Stober,/nc/hickory/hickory-red-tornadoes/athletes/brady-stober/football/stats/?careerid=pm25p43eme9td,pm25p43eme9td,QB,Hickory,NC,3760,3760,250.7,203,255,0.796,39,5,152,15,2024,passing
45,Wyatt,Holmstrom,Wyatt Holmstrom,/tx/seminole/seminole-indians/athletes/wyatt-holmstrom/football/stats/?careerid=q1kg0bbbn4cn7,q1kg0bbbn4cn7,"QB, WR",Seminole,TX,3758,3758,313.2,295,394,0.749,46,8,135,12,2024,passing
46,Tristan,Tia,Tristan Tia,/ca/pleasanton/amador-valley-dons/athletes/tristan-tia/football/stats/?careerid=qqfugk540tuj3,qqfugk540tuj3,QB,Amador Valley,CA,3758,3758,268.4,228,301,0.757,32,4,147,14,2024,passing
47,Drew,Kates,Drew Kates,/tx/north-richland-hills/richland-royals/athletes/drew-kates/football/stats/?careerid=f1vrhec56igl5,f1vrhec56igl5,QB,Richland,TX,3754,3754,288.8,201,300,0.67,38,5,143,13,2024,passing
48,Antwann,Hill jr,Antwann Hill jr,/ga/warner-robins/houston-county-bears/athletes/antwann-hill-jr/football/stats/?careerid=jmt5fhb3ce0p9,jmt5fhb3ce0p9,QB,Houston County,GA,3742,3742,287.8,255,398,0.641,44,6,125,13,2024,passing
49,Carson,Lamb,Carson Lamb,/ca/modesto/downey-knights/athletes/carson-lamb/football/stats/?careerid=f41iejhsr96vf,f41iejhsr96vf,QB,Downey,CA,3739,3739,311.6,240,338,0.71,43,5,141,12,2024,passing
50,Luke,Nickel,Luke Nickel,/ga/milton/milton-eagles/athletes/luke-nickel/football/stats/?careerid=uh8ndm8n51pm6,uh8ndm8n51pm6,QB,Milton,GA,3717,3717,247.8,207,306,0.676,44,7,139,15,2024,passing
51,Stephen,Paradiso,Stephen Paradiso,/nj/cedar-grove/cedar-grove-panthers/athletes/stephen-paradiso/football/stats/?careerid=qq95jaj32jkh1,qq95jaj32jkh1,"QB, FS",Cedar Grove,NJ,3713,3713,265.2,242,386,0.627,41,9,120,14,2024,passing
52,Finley,Polk,Finley Polk,/sc/rock-hill/northwestern-trojans/athletes/finley-polk/football/stats/?careerid=gosk3ee1rkvsc,gosk3ee1rkvsc,QB,Northwestern,SC,3712,3712,265.1,274,383,0.715,46,6,135,14,2024,passing
53,Jake,Davidson,Jake Davidson,/wa/camas/camas-papermakers/athletes/jake-davidson/football/stats/?careerid=ajt5gl8ko38o8,ajt5gl8ko38o8,QB,Camas,WA,3711,3711,265.1,224,321,0.698,53,6,140,14,2024,passing
54,Adrian,Torres,Adrian Torres,/ca/kerman/kerman-lions/athletes/adrian-torres/football/stats/?careerid=ptf1dqverfg44,ptf1dqverfg44,QB,Kerman,CA,3688,3688,245.9,260,374,0.695,36,11,121,15,2024,passing
55,Colten,Meyer,Colten Meyer,/az/tucson/marana-tigers/athletes/colten-meyer/football/stats/?careerid=dv4ded9p0nug0,dv4ded9p0nug0,QB,Marana,AZ,3687,3687,335.2,294,399,0.737,30,7,120,11,2024,passing
56,Hayes,Hackney,Hayes Hackney,/tx/prosper/walnut-grove-wildcats/athletes/hayes-hackney/football/stats/?careerid=364nqeimu8usc,364nqeimu8usc,QB,Walnut Grove,TX,3671,3671,282.4,222,332,0.669,40,5,137,13,2024,passing
57,Tradon,Bessinger,Tradon Bessinger,/ut/kaysville/davis-darts/athletes/tradon-bessinger/football/stats/?careerid=22h8tdasp6h22,22h8tdasp6h22,QB,Davis,UT,3670,3670,305.8,241,372,0.648,42,5,129,12,2024,passing
58,Wyatt,Gavit,Wyatt Gavit,/tx/jacksboro/jacksboro-tigers/athletes/wyatt-gavit/football/stats/?careerid=ubkl6b72dg3dd,ubkl6b72dg3dd,"QB, RB",Jacksboro,TX,3667,3667,282.1,223,321,0.695,45,8,137,13,2024,passing
59,Jett,Thomalla,Jett Thomalla,/ne/omaha/millard-south-patriots/athletes/jett-thomalla/football/stats/?careerid=iojbn9er3qadd,iojbn9er3qadd,,Millard South,NE,3664,3664,305.3,250,359,0.696,47,3,139,12,2024,passing
60,Brodie,Stump,Brodie Stump,/ca/san-diego/kearny-komets/athletes/brodie-stump/football/stats/?careerid=h10evnf2vaa99,h10evnf2vaa99,QB,Kearny,CA,3659,3659,332.6,248,408,0.608,47,21,107,11,2024,passing
61,Alek,Weiland,Alek Weiland,/il/normal/normal-university-pioneers/athletes/alek-weiland/football/stats/?careerid=bkmjrvaj3m488,bkmjrvaj3m488,"QB, WR",Normal University,IL,3659,3659,281.5,234,372,0.629,43,9,124,13,2024,passing
62,Cayden,Keeth,Cayden Keeth,/tx/san-antonio/pieper-warriors/athletes/cayden-keeth/football/stats/?careerid=r25tn1i31ti44,r25tn1i31ti44,QB,Pieper,TX,3658,3658,304.8,220,310,0.71,44,9,138,12,2024,passing
63,Jackson,Byrd,Jackson Byrd,/nc/clayton/cleveland-rams/athletes/jackson-byrd/football/stats/?careerid=ubhul1bjqo933,ubhul1bjqo933,QB,Cleveland,NC,3657,3657,261.2,240,413,0.581,39,9,110,14,2024,passing
64,Alexander,Lundsberg,Alexander Lundsberg,/ca/anaheim/canyon-comanches/athletes/alexander-lundsberg/football/stats/?careerid=uf0n000bgjs11,uf0n000bgjs11,QB,Canyon,CA,3646,3646,364.6,292,466,0.627,43,8,111,10,2024,passing
65,Dax,McMellon,Dax McMellon,/ar/sheridan/sheridan-yellowjackets/athletes/dax-mcmellon/football/stats/?careerid=gjmjmivll69ue,gjmjmivll69ue,QB,Sheridan,AR,3635,3635,330.5,273,454,0.601,35,22,91,11,2024,passing
66,Mason,Mims,Mason Mims,/ga/bremen/bremen-blue-devils/athletes/mason-mims/football/stats/?careerid=o3jt6k5nnk0k4,o3jt6k5nnk0k4,QB,Oxford,AL,3632,3632,259.4,255,364,0.701,38,5,131,14,2024,passing
67,George,Wilcox,George Wilcox,/ms/madden/leake-academy-rebels/athletes/george-wilcox/football/stats/?careerid=magsjh8osvm44,magsjh8osvm44,QB,Leake Academy,MS,3623,3623,278.7,225,387,0.581,41,14,110,13,2024,passing
68,Alex,Estrada,Alex Estrada,/tx/bay-city/bay-city-blackcats/athletes/alex-estrada/football/stats/?careerid=nbjtl620fio55,nbjtl620fio55,QB,Bay City,TX,3620,3620,258.6,229,352,0.651,43,3,135,14,2024,passing
69,Cam,O'hara,Cam O'hara,/ky/union/cooper-jaguars/athletes/cam-ohara/football/stats/?careerid=a12l3egtg1lqa,a12l3egtg1lqa,"QB, P",Cooper,KY,3617,3617,241.1,212,325,0.652,52,3,139,15,2024,passing
70,Weston,Taylor,Weston Taylor,/ga/milton/cambridge-bears/athletes/weston-taylor/football/stats/?careerid=aps38kl4akgn7,aps38kl4akgn7,QB,Cambridge,GA,3610,3610,277.7,203,322,0.63,36,7,130,13,2024,passing
71,Liam,Pasten,Liam Pasten,/ca/los-angeles/eagle-rock-eagles/athletes/liam-pasten/football/stats/?careerid=5fubbqgl92brb,5fubbqgl92brb,"QB, WR",Eagle Rock,CA,3602,3602,277.1,241,372,0.648,36,10,117,13,2024,passing
72,Anthony,Chahino,Anthony Chahino,/il/geneva/geneva-vikings/athletes/anthony-chahino/football/stats/?careerid=gq72b85iseok4,gq72b85iseok4,QB,Geneva,IL,3600,3600,257.1,184,291,0.632,49,8,134,14,2024,passing
73,Stone,Saunders,Stone Saunders,/pa/harrisburg/bishop-mcdevitt-crusaders/athletes/stone-saunders/football/stats/?careerid=l40vcmpv2n0qa,l40vcmpv2n0qa,QB,Bishop McDevitt,PA,3577,3577,223.6,227,348,0.652,48,10,127,16,2024,passing
74,Jack,Cunningham,Jack Cunningham,/fl/tampa/jefferson-dragons/athletes/jack-cunningham/football/stats/?careerid=d32n0lp71r7o8,d32n0lp71r7o8,QB,Jefferson,FL,3573,3573,297.8,203,304,0.668,36,10,132,12,2024,passing
75,Jaiten,Knight,Jaiten Knight,/ut/blanding/san-juan-broncos/athletes/jaiten-knight/football/stats/?careerid=2lhbll6rnqm88,2lhbll6rnqm88,"DE, QB",San Juan,UT,3562,3562,274.0,226,332,0.681,39,9,131,13,2024,passing
76,Trevor,Kalisz,Trevor Kalisz,/sc/summerville/ashley-ridge-swamp-foxes/athletes/trevor-kalisz/football/stats/?careerid=vtdnulio6gbqa,vtdnulio6gbqa,QB,Ashley Ridge,SC,3560,3560,296.7,284,399,0.712,33,16,109,12,2024,passing
77,Rocky,Urich,Rocky Urich,/tx/tioga/tioga-bulldogs/athletes/rocky-urich/football/stats/?careerid=1fmrnb1br1drb,1fmrnb1br1drb,,Tioga,TX,3557,3557,355.7,224,350,0.64,39,9,124,10,2024,passing
78,Kohl,Collins,Kohl Collins,/tx/fairfield/fairfield-eagles/athletes/kohl-collins/football/stats/?careerid=dldicfrhtthee,dldicfrhtthee,"QB, P",Fairfield,TX,3554,3554,296.2,195,320,0.609,43,10,126,12,2024,passing
79,Nate,Adams,Nate Adams,/tn/celina/clay-county-bulldogs/athletes/nate-adams/football/stats/?careerid=o249ulpb2b1dd,o249ulpb2b1dd,"QB, CB",Clay County,TN,3553,3553,273.3,214,357,0.599,43,13,118,13,2024,passing
80,REID,MACON,REID MACON,/tx/amarillo/west-plains-wolves/athletes/reid-macon/football/stats/?careerid=c26ej38o8sfff,c26ej38o8sfff,"QB, DB",West Plains,TX,3528,3528,235.2,263,371,0.709,36,5,128,15,2024,passing
81,Ty,Bryson,Ty Bryson,/tx/hamshire/hamshire-fannett-longhorns/athletes/ty-bryson/football/stats/?careerid=1lbbk23tdnc77,1lbbk23tdnc77,"QB, FS",Hamshire-Fannett,TX,3527,3527,293.9,196,272,0.721,42,8,142,12,2024,passing
82,Bryce,Baker,Bryce Baker,/nc/kernersville/east-forsyth-eagles/athletes/bryce-baker/football/stats/?careerid=nl81kbkp2srl5,nl81kbkp2srl5,QB,East Forsyth,NC,3523,3523,251.6,228,305,0.748,40,5,145,14,2024,passing
83,Trace,Johnson,Trace Johnson,/fl/gainesville/buchholz-bobcats/athletes/trace-johnson/football/stats/?careerid=kr5gi1dd1te99,kr5gi1dd1te99,QB,Buchholz,FL,3522,3522,251.6,225,356,0.632,29,12,109,14,2024,passing
84,Brady,Smigiel,Brady Smigiel,/ca/newbury-park/newbury-park-panthers/athletes/brady-smigiel/football/stats/?careerid=skdmj5varc199,skdmj5varc199,QB,Newbury Park,CA,3521,3521,234.7,219,336,0.652,49,3,136,15,2024,passing
85,Quinn,Schambow,Quinn Schambow,/il/libertyville/libertyville-wildcats/athletes/quinn-schambow/football/stats/?careerid=1uvvof9ihotn7,1uvvof9ihotn7,QB,Libertyville,IL,3521,3521,320.1,184,249,0.739,52,5,147,11,2024,passing
86,Garrison,Davis,Garrison Davis,/ms/ridgeland/ridgeland-titans/athletes/garrison-davis/football/stats/?careerid=pola75ecua6j3,pola75ecua6j3,QB,Holmes County Central,MS,3518,3518,319.8,198,310,0.639,41,4,137,11,2024,passing
87,Jaxon,Jenkins,Jaxon Jenkins,/tx/collinsville/collinsville-pirates/athletes/jaxon-jenkins/football/stats/?careerid=c4lesa2afho11,c4lesa2afho11,QB,Collinsville,TX,3517,3517,251.2,276,393,0.702,38,9,121,14,2024,passing
88,Jelani,Dippel,Jelani Dippel,/ca/fresno/central-east-bengals/athletes/jelani-dippel/football/stats/?careerid=l24c0skrom3n7,l24c0skrom3n7,QB,Central East,CA,3515,3515,234.3,249,431,0.578,41,10,106,15,2024,passing
89,Easton,Webb,Easton Webb,/ok/sand-springs/sand-springs-sandites/athletes/easton-webb/football/stats/?careerid=asc5tqgqkn0sc,asc5tqgqkn0sc,QB,Sand Springs,OK,3502,3502,291.8,218,342,0.637,41,6,130,12,2024,passing
90,Cooper,Newman,Cooper Newman,/tn/sevierville/sevier-county-smoky-bears/athletes/cooper-newman/football/stats/?careerid=hid76lt50hkee,hid76lt50hkee,QB,Sevier County,TN,3488,3488,232.5,259,362,0.715,45,1,140,15,2024,passing
91,Lincoln,Graf,Lincoln Graf,/fl/delray-beach/atlantic-eagles/athletes/lincoln-graf/football/stats/?careerid=lmb2qavtoce99,lmb2qavtoce99,"QB, LS",Atlantic,FL,3487,3487,249.1,268,364,0.736,40,8,131,14,2024,passing
92,Jase,Ferguson,Jase Ferguson,/pa/clarion/central-clarion-clarion-clarion-limestone-north-clarion-/athletes/jase-ferguson/football/stats/?careerid=pm3fs10on81ue,pm3fs10on81ue,"QB, FS",Central Clarion [Clarion/Clarion-Limestone/North Clarion],PA,3482,3482,248.7,216,308,0.701,51,8,136,14,2024,passing
93,Edward,Griffin,Edward Griffin,/tx/coppell/coppell-cowboys/athletes/edward-griffin/football/stats/?careerid=h1ubtt86knsrb,h1ubtt86knsrb,QB,Coppell,TX,3474,3474,267.2,198,263,0.753,41,4,150,13,2024,passing
94,Keagan,Ables,Keagan Ables,/tx/hawley/hawley-bearcats/athletes/keagan-ables/football/stats/?careerid=1n2emsma56uff,1n2emsma56uff,QB,Hawley,TX,3473,3473,289.4,202,320,0.631,36,7,128,12,2024,passing
95,Trevor,Golightly,Trevor Golightly,/tx/edgewood/edgewood-bulldogs/athletes/trevor-golightly/football/stats/?careerid=jul3ggvi5fmee,jul3ggvi5fmee,"QB, DB",Edgewood,TX,3470,3470,289.2,227,363,0.625,40,12,117,12,2024,passing
96,Aiden,Manavian,Aiden Manavian,/sc/mt-pleasant/oceanside-collegiate-academy-landsharks/athletes/aiden-manavian/football/stats/?careerid=nstqum6vqodsc,nstqum6vqodsc,QB,Oceanside Collegiate Academy,SC,3469,3469,247.8,233,335,0.696,42,6,135,14,2024,passing
97,Cutter,Woods,Cutter Woods,/sc/anderson/westside-rams/athletes/cutter-woods/football/stats/?careerid=kk7j87rpeuf11,kk7j87rpeuf11,QB,Westside,SC,3469,3469,247.8,166,249,0.667,43,3,144,14,2024,passing
98,Armando,Lujan,Armando Lujan,/tx/sunray/sunray-bobcats/athletes/armando-lujan/football/stats/?careerid=vsdsa3bj4hhee,vsdsa3bj4hhee,"QB, DB",Sunray,TX,3463,3463,266.4,251,384,0.654,34,10,113,13,2024,passing
99,Luke,Alexander,Luke Alexander,/ca/sacramento/grant-pacers/athletes/luke-alexander/football/stats/?careerid=37cp2a0cu15p9,37cp2a0cu15p9,QB,Grant,CA,3462,3462,230.8,245,400,0.612,41,14,109,15,2024,passing
100,Dylan,Van Dyke,Dylan Van Dyke,/ne/omaha/skutt-catholic-skyhawks/athletes/dylan-van-dyke/football/stats/?careerid=lh08h3h052688,lh08h3h052688,"QB, OLB",Skutt Catholic,NE,3457,3457,265.9,218,345,0.632,41,6,129,13,2024,passing
101,Kreet,Makihele,Kreet Makihele,/ca/san-marcos/san-marcos-knights/athletes/kreet-makihele/football/stats/?careerid=cud6qpubk6jqa,cud6qpubk6jqa,QB,San Marcos,CA,3452,3452,265.5,201,285,0.705,44,9,138,13,2024,passing
102,Landon,Duckworth,Landon Duckworth,/al/jackson/jackson-aggies/athletes/landon-duckworth/football/stats/?careerid=sbuqsr20lr4vf,sbuqsr20lr4vf,QB,Jackson,AL,3439,3439,229.3,162,243,0.667,39,10,132,15,2024,passing
103,Bryce,Still,Bryce Still,/tx/overton/overton-mustangs/athletes/bryce-still/football/stats/?careerid=clpklb6p5kh77,clpklb6p5kh77,"QB, CB",Overton,TX,3435,3435,264.2,233,350,0.666,42,7,130,13,2024,passing
104,Famous,Wilson,Famous Wilson,/nc/bethel/north-pitt-panthers/athletes/famous-wilson/football/stats/?careerid=1p991fah68422,1p991fah68422,QB,North Pitt,NC,3426,3426,311.5,188,299,0.629,27,8,121,11,2024,passing
105,Joseph,Mesa,Joseph Mesa,/ca/lancaster/paraclete-spirits/athletes/joseph-mesa/football/stats/?careerid=nkqaigkiejnbb,nkqaigkiejnbb,QB,Paraclete,CA,3414,3414,341.4,213,298,0.715,30,10,129,10,2024,passing
106,Dereon,Coleman,Dereon Coleman,/fl/fort-meade/fort-meade-miners/athletes/dereon-coleman/football/stats/?careerid=4fc4acqjr1hue,4fc4acqjr1hue,QB,Jones,FL,3412,3412,227.5,203,279,0.728,28,4,141,15,2024,passing
