receiving_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,receiving_yards,receiving_yards_per_game,yards_per_reception,receptions,longest_reception,receiving_touchdowns,games_played,year,category
55,Henry,R burns,Henry R burns,/ks/sedgwick/sedgwick-cardinals/athletes/henry-r-burns/football/stats/?careerid=81nffeddknn33,81nffeddknn33,"WR, CB",Sedgwick,KS,1226,1226,136.2,21.51,57,65,15,9,2020,receiving
56,Carson,Persing,Carson Persing,/pa/danville/danville-ironmen/athletes/carson-persing/football/stats/?careerid=ode5lc52ib599,ode5lc52ib599,"WR, SB",Danville,PA,1225,1225,122.5,20.08,61,79,14,10,2020,receiving
57,Destun,Thomas,Destun Thomas,/tn/cleveland/bradley-central-bears/athletes/destun-thomas/football/stats/?careerid=dbqjoaf1n06rb,dbqjoaf1n06rb,"WR, CB",Cleveland,TN,1224,1224,111.3,27.2,45,90,19,11,2020,receiving
58,Dalton,Hurd,Dalton Hurd,/ok/pawhuska/pawhuska-huskies/athletes/dalton-hurd/football/stats/?careerid=j3i222kui0o33,j3i222kui0o33,"WR, CB",Pawhuska,OK,1222,1222,94.0,16.29,75,0,17,13,2020,receiving
59,Cameron,De la pena,Cameron De la pena,/tx/corpus-christi/corpus-christi-veterans-memorial-eagles/athletes/cameron-de-la-pena/football/stats/?careerid=535af83efj7l5,535af83efj7l5,WR,Corpus Christi Veterans Memorial,TX,1217,1217,86.9,16.01,76,85,14,14,2020,receiving
60,Richard,Mays,Richard Mays,/ms/ridgeland/ridgeland-titans/athletes/richard-mays/football/stats/?careerid=v0olkcnscmo11,v0olkcnscmo11,"WR, FS",Ridgeland,MS,1216,1216,121.6,18.42,66,99,14,10,2020,receiving
61,Noble,Johnson,Noble Johnson,/in/rockville/parke-heritage-wolves/athletes/noble-johnson/football/stats/?careerid=m6u03g304j855,m6u03g304j855,"WR, SS",Parke Heritage,IN,1213,1213,151.6,18.66,65,75,13,8,2020,receiving
62,Drew,Stutzman,Drew Stutzman,/in/berne/south-adams-starfires/athletes/drew-stutzman/football/stats/?careerid=5kk91nfmhog11,5kk91nfmhog11,"WR, CB",South Adams,IN,1212,1212,86.6,24.74,49,0,19,14,2020,receiving
63,Jack,Mckay,Jack Mckay,/tx/canyon/canyon-eagles/athletes/jack-mckay/football/stats/?careerid=bqc52dm6j2vcc,bqc52dm6j2vcc,"WR, FS",Canyon,TX,1207,1207,92.8,21.55,56,85,12,13,2020,receiving
64,Billy ,Bowman,Billy  Bowman,/tx/denton/ryan-raiders/athletes/billy-bowman/football/stats/?careerid=6qnmifmp07hsc,6qnmifmp07hsc,ATH,Ryan,TX,1207,1207,80.5,14.04,86,0,15,15,2020,receiving
65,Mason,Englert,Mason Englert,/in/fort-wayne/carroll-chargers/athletes/mason-englert/football/stats/?careerid=cdhg9oo9hia44,cdhg9oo9hia44,WR,Carroll,IN,1206,1206,120.6,22.76,53,68,16,10,2020,receiving
66,Jalyn,Witcher,Jalyn Witcher,/ar/little-rock/pulaski-academy-bruins/athletes/jalyn-witcher/football/stats/?careerid=f276hbvhvcjue,f276hbvhvcjue,"WR, CB",Pulaski Academy,AR,1206,1206,92.8,15.66,77,71,20,13,2020,receiving
67,DJ,Carter,DJ Carter,/al/montgomery/montgomery-catholic-knights/athletes/dj-carter/football/stats/?careerid=u888fkveu7etd,u888fkveu7etd,"WR, RB",Montgomery Catholic,AL,1199,1199,79.9,22.62,53,80,14,15,2020,receiving
68,Jake,Shope,Jake Shope,/ks/goddard/goddard-lions/athletes/jake-shope/football/stats/?careerid=3k1hs5qo8t3l5,3k1hs5qo8t3l5,"WR, QB",Goddard,KS,1191,1191,119.1,16.78,71,69,15,10,2020,receiving
69,Tristan,Moreno,Tristan Moreno,/tx/seguin/seguin-matadors/athletes/tristan-moreno/football/stats/?careerid=dha44r3eqidaa,dha44r3eqidaa,WR,Seguin,TX,1185,1185,131.7,17.17,69,0,15,9,2020,receiving
70,Cody,Hagen,Cody Hagen,/ut/draper/corner-canyon-chargers/athletes/cody-hagen/football/stats/?careerid=tu0ups9q1dao8,tu0ups9q1dao8,"WR, ATH",Corner Canyon,UT,1184,1184,91.1,21.53,55,93,18,13,2020,receiving
71,Jeremy,Jonozzo,Jeremy Jonozzo,/oh/broadview-heights/brecksville-broadview-heights-bees/athletes/jeremy-jonozzo/football/stats/?careerid=t2vsrhjma43ff,t2vsrhjma43ff,"WR, CB",Brecksville-Broadview Heights,OH,1184,1184,131.6,18.22,65,48,9,9,2020,receiving
72,Kyler,Carmack,Kyler Carmack,/ar/cabot/cabot-panthers/athletes/kyler-carmack/football/stats/?careerid=ip8pviedtjpp9,ip8pviedtjpp9,WR,Cabot,AR,1183,1183,131.4,19.08,62,91,13,9,2020,receiving
73,Raymond,Gay,Raymond Gay,/tx/red-oak/red-oak-hawks/athletes/raymond-gay/football/stats/?careerid=56oju2dadehm6,56oju2dadehm6,ATH,Red Oak,TX,1175,1175,106.8,16.55,71,81,13,11,2020,receiving
74,Derek,Horton,Derek Horton,/mo/springfield/glendale-falcons/athletes/derek-horton/football/stats/?careerid=c6a7pqfp7dtff,c6a7pqfp7dtff,,Glendale,MO,1174,1174,97.8,9.95,118,69,9,12,2020,receiving
75,Tyler,Claiborne,Tyler Claiborne,/ks/lenexa/st-james-academy-thunder/athletes/tyler-claiborne/football/stats/?careerid=nk7utbaj5q9ee,nk7utbaj5q9ee,"WR, FS",St. James Academy,KS,1171,1171,97.6,15.41,76,65,12,12,2020,receiving
76,Sawyer,Heptinstall,Sawyer Heptinstall,/al/blountsville/pennington-tigers/athletes/sawyer-heptinstall/football/stats/?careerid=fmbce5tcp9do8,fmbce5tcp9do8,"WR, FS",Pennington,AL,1168,1168,116.8,13.12,89,0,12,10,2020,receiving
77,Jd,Mccown,Jd Mccown,/co/estes-park/estes-park-bobcats/athletes/jd-mccown/football/stats/?careerid=l1ss3kg55vg44,l1ss3kg55vg44,"WR, DT",Estes Park,CO,1167,1167,145.9,15.36,76,60,13,8,2020,receiving
78,Braden,Jay,Braden Jay,/ar/cabot/cabot-panthers/athletes/braden-jay/football/stats/?careerid=phre3i8dtbmff,phre3i8dtbmff,WR,Cabot,AR,1165,1165,97.1,19.42,60,87,11,12,2020,receiving
79,Stefan,Coleman,Stefan Coleman,/ar/hoxie/hoxie-mustangs/athletes/stefan-coleman/football/stats/?careerid=te213lphvs9p9,te213lphvs9p9,"WR, FS",Hoxie,AR,1161,1161,89.3,33.17,35,92,16,13,2020,receiving
80,Ja'tavion,Sanders,Ja'tavion Sanders,/tx/denton/ryan-raiders/athletes/jatavion-sanders/football/stats/?careerid=9kb3ga5gune22,9kb3ga5gune22,"DE, WR",Ryan,TX,1161,1161,82.9,18.43,63,0,16,14,2020,receiving
81,Logan,Johnson,Logan Johnson,/ga/athens/prince-avenue-christian-wolverines/athletes/logan-johnson/football/stats/?careerid=m1j7bdg6hrccc,m1j7bdg6hrccc,WR,Prince Avenue Christian,GA,1161,1161,82.9,17.07,68,0,19,14,2020,receiving
82,Jack,Bech,Jack Bech,/la/lafayette/st-thomas-more-cougars/athletes/jack-bech/football/stats/?careerid=pqj3np2oet2h1,pqj3np2oet2h1,"WR, CB",St. Thomas More,LA,1159,1159,128.8,19.64,59,63,14,9,2020,receiving
83,Brady,Boyd,Brady Boyd,/tx/southlake/southlake-carroll-dragons/athletes/brady-boyd/football/stats/?careerid=9qrias6tdtu00,9qrias6tdtu00,WR,Southlake Carroll,TX,1159,1159,115.9,16.32,71,74,18,10,2020,receiving
84,Jake,Marsh,Jake Marsh,/tx/orange-grove/orange-grove-bulldogs/athletes/jake-marsh/football/stats/?careerid=v1sdd52l019k4,v1sdd52l019k4,"ATH, WR",Orange Grove,TX,1158,1158,105.3,14.85,78,0,14,11,2020,receiving
85,Hunter,Wallis,Hunter Wallis,/tx/cypress/bridgeland-bears/athletes/hunter-wallis/football/stats/?careerid=o3l8salf0e6i2,o3l8salf0e6i2,WR,Bridgeland,TX,1156,1156,88.9,16.75,69,68,11,13,2020,receiving
86,Charles,Davis,Charles Davis,/ar/jessieville/jessieville-lions/athletes/charles-davis/football/stats/?careerid=94ggc5v7l3oh1,94ggc5v7l3oh1,"WR, FS",Jessieville,AR,1153,1153,96.1,20.96,55,0,11,12,2020,receiving
87,Talyn,Shettron,Talyn Shettron,/ok/edmond/edmond-santa-fe-wolves/athletes/talyn-shettron/football/stats/?careerid=s872lvvioi1td,s872lvvioi1td,"WR, FS",Edmond Santa Fe,OK,1152,1152,88.6,18.88,61,0,14,13,2020,receiving
88,Dillon,Metcalf,Dillon Metcalf,/ok/hooker/hooker-bulldogs/athletes/dillon-metcalf/football/stats/?careerid=khcepvtegmaaa,khcepvtegmaaa,"WR, DE",Hooker,OK,1152,1152,104.7,14.22,81,82,11,11,2020,receiving
89,Ethan,Gonzales,Ethan Gonzales,/tx/san-antonio/stevens-falcons/athletes/ethan-gonzales/football/stats/?careerid=ud4hokba61sj3,ud4hokba61sj3,"QB, WR",Stevens,TX,1149,1149,95.8,14.01,82,82,7,12,2020,receiving
90,Jaden,Greathouse,Jaden Greathouse,/tx/austin/westlake-chaparrals/athletes/jaden-greathouse/football/stats/?careerid=0qhtelmn73jcc,0qhtelmn73jcc,WR,Westlake,TX,1145,1145,81.8,16.59,69,10,13,14,2020,receiving
91,Demetrius,Evans,Demetrius Evans,/oh/magnolia/sandy-valley-cardinals/athletes/demetrius-evans/football/stats/?careerid=he21dgtialk00,he21dgtialk00,"WR, CB",Sandy Valley,OH,1143,1143,114.3,19.37,59,0,18,10,2020,receiving
92,Xavier,Franks,Xavier Franks,/ms/magee/magee-trojans/athletes/xavier-franks/football/stats/?careerid=0o4018ot3eiee,0o4018ot3eiee,"WR, CB",Magee,MS,1143,1143,103.9,15.88,72,0,14,11,2020,receiving
93,Jack,Harris,Jack Harris,/al/guntersville/guntersville-wildcats/athletes/jack-harris/football/stats/?careerid=dqsqijbp8pe88,dqsqijbp8pe88,"WR, FS",Guntersville,AL,1142,1142,103.8,21.55,53,78,11,11,2020,receiving
94,Dante,Reed,Dante Reed,/ar/malvern/malvern-leopards/athletes/dante-reed/football/stats/?careerid=ul9tj6p9329g0,ul9tj6p9329g0,WR,Malvern,AR,1142,1142,87.8,16.31,70,0,6,13,2020,receiving
95,Fisher,Ingersoll,Fisher Ingersoll,/ut/american-fork/american-fork-cavemen/athletes/fisher-ingersoll/football/stats/?careerid=0boa24urrdbl5,0boa24urrdbl5,"WR, C",American Fork,UT,1142,1142,95.2,15.43,74,88,19,12,2020,receiving
96,Dylan,Fluellen,Dylan Fluellen,/tx/gilmer/gilmer-buckeyes/athletes/dylan-fluellen/football/stats/?careerid=9v475ihkgtbff,9v475ihkgtbff,"WR, CB",Gilmer,TX,1141,1141,81.5,19.02,60,0,18,14,2020,receiving
97,Bruzza,Pusha,Bruzza Pusha,/sc/ridgeland/thomas-heyward-academy-rebels/athletes/bruzza-pusha/football/stats/?careerid=275pf8gb3jiff,275pf8gb3jiff,"TE, MLB",Thomas Heyward Academy,SC,1140,1140,103.6,24.78,46,48,14,11,2020,receiving
98,Keithron,Lee,Keithron Lee,/tx/bryan/rudder-rangers/athletes/keithron-lee/football/stats/?careerid=vk15jb91op9o8,vk15jb91op9o8,"WR, CB",Rudder,TX,1139,1139,113.9,17.52,65,75,16,10,2020,receiving
99,Ryan,Peppins,Ryan Peppins,/al/alabaster/thompson-warriors/athletes/ryan-peppins/football/stats/?careerid=0l3r2tt3t5vi2,0l3r2tt3t5vi2,WR,Thompson,AL,1138,1138,81.3,15.38,74,70,14,14,2020,receiving
100,Morley,Bennett,Morley Bennett,/ut/spanish-fork/spanish-fork-dons/athletes/morley-bennett/football/stats/?careerid=tfspmab79mqp9,tfspmab79mqp9,WR,Spanish Fork,UT,1135,1135,94.6,17.73,64,63,11,12,2020,receiving
101,Ethan,Davies,Ethan Davies,/va/springfield/west-springfield-spartans/athletes/ethan-davies/football/stats/?careerid=1r4d299tc0mg0,1r4d299tc0mg0,"RB, WR",West Springfield,VA,1132,1132,161.7,21.77,52,83,10,7,2020,receiving
102,Nathan,Anderson,Nathan Anderson,/in/fort-wayne/homestead-spartans/athletes/nathan-anderson/football/stats/?careerid=7m28ojum47n99,7m28ojum47n99,"WR, FS",Homestead,IN,1130,1130,102.7,23.06,49,80,17,11,2020,receiving
103,Eric,Lira,Eric Lira,/az/gilbert/mesquite-wildcats/athletes/eric-lira/football/stats/?careerid=p1pmv46mgj3g0,p1pmv46mgj3g0,"WR, FS",Mesquite,AZ,1124,1124,140.5,20.82,54,85,16,8,2020,receiving
104,Twister,Kelton,Twister Kelton,/tx/canadian/canadian-wildcats/athletes/twister-kelton/football/stats/?careerid=1fabf6kth39dd,1fabf6kth39dd,"WR, DB",Canadian,TX,1124,1124,74.9,18.13,62,50,14,15,2020,receiving
105,Kyle,Wolf,Kyle Wolf,/tx/windthorst/windthorst-trojans/athletes/kyle-wolf/football/stats/?careerid=rfe9nf0vmlh22,rfe9nf0vmlh22,"WR, DB",Windthorst,TX,1120,1120,70.0,14.74,76,0,17,16,2020,receiving
106,Dahya,Patel,Dahya Patel,/in/lawrenceburg/lawrenceburg-tigers/athletes/dahya-patel/football/stats/?careerid=gr0kvf27233qa,gr0kvf27233qa,WR,Lawrenceburg,IN,1118,1118,86.0,18.95,59,96,11,13,2020,receiving
107,Logan,Anthony,Logan Anthony,/mi/essexville/garber-dukes/athletes/logan-anthony/football/stats/?careerid=ap8cm00qqmq00,ap8cm00qqmq00,"SB, WR",Garber,MI,1114,1114,123.8,20.63,54,81,12,9,2020,receiving
