receiving_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,receiving_yards,receiving_yards_per_game,yards_per_reception,receptions,longest_reception,receiving_touchdowns,games_played,year,category
26,Howard,Kinchen,Howard Kinchen,/la/patterson/patterson-lumberjacks/athletes/howard-kinchen/football/stats/?careerid=hsnsss8ld0q33,hsnsss8ld0q33,WR,Patterson,LA,1587,1587,122.1,18.03,88,60,18,13,2022,receiving
27,Bodie,Neal,Bodie Neal,/ar/springdale/shiloh-christian-saints/athletes/bodie-neal/football/stats/?careerid=guakdbasndth1,guakdbasndth1,"WR, DB",Shiloh Christian,AR,1583,1583,113.1,17.02,93,59,17,14,2022,receiving
28,Casey,Hasse,Casey Hasse,/tx/cedar-hill/dasche-spartans/athletes/casey-hasse/football/stats/?careerid=6aah4cem38799,6aah4cem38799,"K, WR",DasCHE,TX,1581,1581,143.7,24.32,65,96,19,11,2022,receiving
29,Austin,Johnston,Austin Johnston,/az/mesa/eastmark-firebirds/athletes/austin-johnston/football/stats/?careerid=s393dnvq4qtm6,s393dnvq4qtm6,"WR, CB",Eastmark,AZ,1562,1562,111.6,20.29,77,80,22,14,2022,receiving
30,Joseph,Mcvay,Joseph Mcvay,/ar/earle/earle-bulldogs/athletes/joseph-mcvay/football/stats/?careerid=24ugo0tuqs333,24ugo0tuqs333,"WR, C",Earle,AR,1561,1561,130.1,14.19,110,0,0,12,2022,receiving
31,Case,Peacock,Case Peacock,/tx/ponder/ponder-lions/athletes/case-peacock/football/stats/?careerid=ts7kb4ae4gtg0,ts7kb4ae4gtg0,"WR, CB",Ponder,TX,1559,1559,155.9,14.99,104,77,17,10,2022,receiving
32,Ashton,Rex,Ashton Rex,/pa/clarion/central-clarion-clarion-clarion-limestone-north-clarion-/athletes/ashton-rex/football/stats/?careerid=vvs1dir0frm99,vvs1dir0frm99,"SB, WR",Central Clarion [Clarion/Clarion-Limestone/North Clarion],PA,1556,1556,129.7,24.7,63,91,13,12,2022,receiving
33,Braden,Cummings,Braden Cummings,/pa/elizabethtown/elizabethtown-bears/athletes/braden-cummings/football/stats/?careerid=ps3oh719ddkn7,ps3oh719ddkn7,"WR, CB",Elizabethtown,PA,1556,1556,141.5,24.31,64,89,16,11,2022,receiving
34,Brandon,Hills,Brandon Hills,/co/colorado-springs/vista-ridge-wolves/athletes/brandon-hills/football/stats/?careerid=qbtd4p9timlk4,qbtd4p9timlk4,"WR, FS",Vista Ridge,CO,1548,1548,129.0,19.6,79,93,20,12,2022,receiving
35,Joseph,Mccubbin,Joseph Mccubbin,/az/tonopah/tonopah-valley-phoenix/athletes/joseph-mccubbin/football/stats/?careerid=kca1mhb882422,kca1mhb882422,"WR, FS",Tonopah Valley,AZ,1530,1530,127.5,19.37,79,51,22,12,2022,receiving
36,Johntay,Cook ii,Johntay Cook ii,/tx/desoto/desoto-eagles/athletes/johntay-cook-ii/football/stats/?careerid=9831qkp50d711,9831qkp50d711,WR,DeSoto,TX,1530,1530,95.6,18.0,85,91,22,16,2022,receiving
37,Camden,Crooks,Camden Crooks,/ok/cushing/cushing-tigers/athletes/camden-crooks/football/stats/?careerid=7kc4qgr8a1mm6,7kc4qgr8a1mm6,WR,Cushing,OK,1528,1528,117.5,22.81,67,80,23,13,2022,receiving
38,Benjamin,Brahmer,Benjamin Brahmer,/ne/pierce/pierce-bluejays/athletes/benjamin-brahmer/football/stats/?careerid=lds71b06an2aa,lds71b06an2aa,"TE, WR",Pierce,NE,1525,1525,117.3,18.83,81,80,21,13,2022,receiving
39,Tiger,Bachmeier,Tiger Bachmeier,/ca/murrieta/murrieta-valley-nighthawks/athletes/tiger-bachmeier/football/stats/?careerid=uim8jabdc33qa,uim8jabdc33qa,WR,Murrieta Valley,CA,1525,1525,138.6,15.72,97,55,15,11,2022,receiving
40,Cj,Jones,Cj Jones,/ca/fresno/sunnyside-wildcats/athletes/cj-jones/football/stats/?careerid=nqe199hvoq5j3,nqe199hvoq5j3,,Sunnyside,CA,1525,1525,108.9,12.4,123,0,17,14,2022,receiving
41,Anthony,Brown,Anthony Brown,/oh/springfield/springfield-wildcats/athletes/anthony-brown/football/stats/?careerid=jmc4as6un7i22,jmc4as6un7i22,WR,Springfield,OH,1524,1524,108.9,20.6,74,80,20,14,2022,receiving
42,Cj,Jones,Cj Jones,/ca/fresno/sunnyside-wildcats/athletes/cj-jones/football/stats/?careerid=grsachl6206td,grsachl6206td,WR,Sunnyside,CA,1523,1523,108.8,12.69,120,49,18,14,2022,receiving
43,Byrant,Carey,Byrant Carey,/ca/downey/downey-vikings/athletes/byrant-carey/football/stats/?careerid=qe1iu8miitl44,qe1iu8miitl44,ATH,Downey,CA,1517,1517,101.1,21.07,72,0,22,15,2022,receiving
44,Kenari,Wilcher,Kenari Wilcher,/fl/moore-haven/moore-haven-terriers/athletes/kenari-wilcher/football/stats/?careerid=fmn2g4frf3dqa,fmn2g4frf3dqa,"WR, DB",Moore Haven,FL,1516,1516,137.8,26.14,58,70,15,11,2022,receiving
45,Vandrevius,Jacobs,Vandrevius Jacobs,/fl/vero-beach/vero-beach-indians/athletes/vandrevius-jacobs/football/stats/?careerid=9bvjvlrqmffaa,9bvjvlrqmffaa,"WR, DB",Vero Beach,FL,1511,1511,116.2,15.11,100,89,21,13,2022,receiving
46,Santos,Alvarez,Santos Alvarez,/oh/cincinnati/anderson-raptors/athletes/santos-alvarez/football/stats/?careerid=pasc9m9upps33,pasc9m9upps33,"WR, DB",Anderson,OH,1510,1510,107.9,13.36,113,79,15,14,2022,receiving
47,Micah,Mackay,Micah Mackay,/in/indianapolis/indianapolis-lutheran-saints/athletes/micah-mackay/football/stats/?careerid=qmli1hqejbnee,qmli1hqejbnee,"WR, CB",Indianapolis Lutheran,IN,1496,1496,99.7,21.68,69,79,17,15,2022,receiving
48,Collin,Dixon,Collin Dixon,/oh/tallmadge/tallmadge-blue-devils/athletes/collin-dixon/football/stats/?careerid=3bf41aom3rtee,3bf41aom3rtee,"WR, SS",Tallmadge,OH,1493,1493,124.4,16.97,88,43,19,12,2022,receiving
49,Jackson,Harris,Jackson Harris,/ca/berkeley/berkeley-yellowjackets/athletes/jackson-harris/football/stats/?careerid=pdl3c7ke6jah1,pdl3c7ke6jah1,"WR, FS",Berkeley,CA,1492,1492,135.6,20.44,73,82,24,11,2022,receiving
50,Brad,Schultz,Brad Schultz,/in/fairland/triton-central-tigers/athletes/brad-schultz/football/stats/?careerid=s7r0b22ltaek4,s7r0b22ltaek4,"WR, CB",Triton Central,IN,1492,1492,114.8,18.89,79,82,17,13,2022,receiving
51,Ethan,Burgess,Ethan Burgess,/ks/st-george/rock-creek-mustangs/athletes/ethan-burgess/football/stats/?careerid=53hjsomona699,53hjsomona699,"WR, CB",Rock Creek,KS,1491,1491,135.5,14.07,106,86,22,11,2022,receiving
52,Lester,Miller,Lester Miller,/ms/brandon/brandon-bulldogs/athletes/lester-miller/football/stats/?careerid=dlfhkbojc4qbb,dlfhkbojc4qbb,WR,Brandon,MS,1484,1484,114.2,22.48,66,67,16,13,2022,receiving
53,Makael,Carter,Makael Carter,/ga/johns-creek/mount-pisgah-christian-patriots/athletes/makael-carter/football/stats/?careerid=1je42fb55bmm6,1je42fb55bmm6,"CB, WR",Mount Pisgah Christian,GA,1476,1476,113.5,18.68,79,79,13,13,2022,receiving
54,Isaiah,Green,Isaiah Green,/mo/neosho/neosho-wildcats/athletes/isaiah-green/football/stats/?careerid=0a8qu2l14mik4,0a8qu2l14mik4,"WR, CB",Neosho,MO,1473,1473,147.3,13.15,112,82,17,10,2022,receiving
55,Cooper,Horn,Cooper Horn,/in/columbus/columbus-north-bull-dogs/athletes/cooper-horn/football/stats/?careerid=746ljmf5q2ree,746ljmf5q2ree,WR,Columbus North,IN,1471,1471,133.7,20.72,71,86,20,11,2022,receiving
56,Owen,Winter,Owen Winter,/pa/three-springs/southern-huntingdon-county-rockets/athletes/owen-winter/football/stats/?careerid=hcrr4024djrue,hcrr4024djrue,"WR, K",Southern Huntingdon County,PA,1462,1462,132.9,20.59,71,80,21,11,2022,receiving
57,Breck,Nauman,Breck Nauman,/ok/tulsa/metro-christian-patriots/athletes/breck-nauman/football/stats/?careerid=fnk48jqjd2q55,fnk48jqjd2q55,"WR, CB",Metro Christian,OK,1456,1456,112.0,19.94,73,0,20,13,2022,receiving
58,Cooper,Hoch,Cooper Hoch,/ca/newport-beach/corona-del-mar-sea-kings/athletes/cooper-hoch/football/stats/?careerid=oq7j7161ff522,oq7j7161ff522,WR,Corona del Mar,CA,1434,1434,110.3,14.2,101,67,21,13,2022,receiving
59,Drew,Faulkner,Drew Faulkner,/ca/anaheim/western-pioneers/athletes/drew-faulkner/football/stats/?careerid=7oj7aetsplldd,7oj7aetsplldd,"CB, SS",Western,CA,1433,1433,119.4,13.65,105,55,8,12,2022,receiving
60,Areion,Matthews,Areion Matthews,/nc/winston-salem/winston-salem-preparatory-academy-phoenix/athletes/areion-matthews/football/stats/?careerid=8oji64sgl4s99,8oji64sgl4s99,"DE, WR",Winston-Salem Preparatory Academy,NC,1430,1430,143.0,22.34,64,85,9,10,2022,receiving
61,Bailey,Stockton,Bailey Stockton,/ga/athens/prince-avenue-christian-wolverines/athletes/bailey-stockton/football/stats/?careerid=fukk4q4etbt33,fukk4q4etbt33,"WR, SS",Prince Avenue Christian,GA,1425,1425,118.8,19.0,75,0,22,12,2022,receiving
62,Ahmari,Borden,Ahmari Borden,/ga/bainbridge/bainbridge-bearcats/athletes/ahmari-borden/football/stats/?careerid=u3khi65u9m1g0,u3khi65u9m1g0,"WR, FS",Munroe,FL,1422,1422,109.4,22.22,64,0,10,13,2022,receiving
63,Drew,Coleman,Drew Coleman,/tx/godley/godley-wildcats/athletes/drew-coleman/football/stats/?careerid=1ffdgh17gdrm6,1ffdgh17gdrm6,,Godley,TX,1420,1420,129.1,19.19,74,86,21,11,2022,receiving
64,Carter,Bray,Carter Bray,/ar/melbourne/melbourne-bearkatz/athletes/carter-bray/football/stats/?careerid=jlekinhsh9mn7,jlekinhsh9mn7,"WR, FS",Melbourne,AR,1419,1419,101.4,15.26,93,0,21,14,2022,receiving
65,Brennen,Schramm,Brennen Schramm,/oh/medina/medina-battling-bees/athletes/brennen-schramm/football/stats/?careerid=t93m0jpc50hh1,t93m0jpc50hh1,"WR, ATH",Medina,OH,1417,1417,109.0,14.03,101,95,17,13,2022,receiving
66,Max,Moss,Max Moss,/md/severn/archbishop-spalding-cavaliers/athletes/max-moss/football/stats/?careerid=jl9418btd60td,jl9418btd60td,WR,Archbishop Spalding,MD,1416,1416,118.0,19.67,72,94,21,12,2022,receiving
67,Cory,O'bryant,Cory O'bryant,/tx/tomball/tomball-memorial-wildcats/athletes/cory-obryant/football/stats/?careerid=ah3iscflcchtd,ah3iscflcchtd,WR,Tomball Memorial,TX,1411,1411,128.3,22.4,63,80,22,11,2022,receiving
68,Griffin,Addison,Griffin Addison,/ca/camarillo/camarillo-scorpions/athletes/griffin-addison/football/stats/?careerid=6kup4hp5dlhj3,6kup4hp5dlhj3,"WR, OLB",Camarillo,CA,1408,1408,117.3,18.29,77,81,14,12,2022,receiving
69,Ty,Benefield,Ty Benefield,/ca/irvine/crean-lutheran-saints/athletes/ty-benefield/football/stats/?careerid=7co07vnjg1p77,7co07vnjg1p77,"WR, FS",Crean Lutheran,CA,1404,1404,117.0,15.6,90,87,20,12,2022,receiving
70,Tanner,Mullins,Tanner Mullins,/nc/davidson/community-school-of-davidson-spartans/athletes/tanner-mullins/football/stats/?careerid=hekjkit2g7irb,hekjkit2g7irb,ATH,Community School of Davidson,NC,1403,1403,140.3,18.46,76,82,18,10,2022,receiving
71,Stacy,Dobbins,Stacy Dobbins,/ca/temecula/chaparral-pumas/athletes/stacy-dobbins/football/stats/?careerid=6qru7vvsla8g0,6qru7vvsla8g0,WR,Chaparral,CA,1402,1402,116.8,14.02,100,63,10,12,2022,receiving
72,Jaylen,Andrews,Jaylen Andrews,/pa/williamsport/loyalsock-township-lancers/athletes/jaylen-andrews/football/stats/?careerid=llc8g0mqmba22,llc8g0mqmba22,"WR, SS",Loyalsock Township,PA,1401,1401,107.8,23.75,59,80,22,13,2022,receiving
73,Dre'lon,Miller,Dre'lon Miller,/tx/silsbee/silsbee-tigers/athletes/drelon-miller/football/stats/?careerid=vvve51c19kr77,vvve51c19kr77,,Silsbee,TX,1399,1399,99.9,23.71,59,67,21,14,2022,receiving
74,Derick,Smith,Derick Smith,/al/selma/southside-panthers/athletes/derick-smith/football/stats/?careerid=vd4m4q647j677,vd4m4q647j677,"WR, FS",Southside,AL,1391,1391,126.5,24.4,57,80,10,11,2022,receiving
75,Truitt,Manuel,Truitt Manuel,/nc/hendersonville/west-henderson-falcons/athletes/truitt-manuel/football/stats/?careerid=vchtsvr0499aa,vchtsvr0499aa,"WR, S",West Henderson,NC,1391,1391,107.0,14.96,93,60,27,13,2022,receiving
76,Whitman,Whaley,Whitman Whaley,/tn/gatlinburg/gatlinburg-pittman-highlanders/athletes/whitman-whaley/football/stats/?careerid=6jbhccb2mrd55,6jbhccb2mrd55,"ATH, OLB",Gatlinburg-Pittman,TN,1387,1387,106.7,19.81,70,64,19,13,2022,receiving
77,Dominic,Esposito,Dominic Esposito,/az/gilbert/higley-knights/athletes/dominic-esposito/football/stats/?careerid=poe5vc3g65rbb,poe5vc3g65rbb,"SB, RB",Higley,AZ,1381,1381,98.6,14.24,97,90,17,14,2022,receiving
78,Brandon,Harper,Brandon Harper,/ok/noble/noble-bears/athletes/brandon-harper/football/stats/?careerid=6ntvrjvb9vqo8,6ntvrjvb9vqo8,PG,Noble,OK,1375,1375,152.8,15.8,87,78,12,9,2022,receiving
79,Gracen,Harris,Gracen Harris,/tx/ennis/ennis-lions/athletes/gracen-harris/football/stats/?careerid=t7ict9cqmcbi2,t7ict9cqmcbi2,"WR, QB",Ennis,TX,1374,1374,114.5,15.44,89,76,10,12,2022,receiving
80,Javieon,Butler,Javieon Butler,/ms/forest/scott-central-rebels/athletes/javieon-butler/football/stats/?careerid=l4vj19c5ng099,l4vj19c5ng099,"WR, CB",Scott Central,MS,1366,1366,91.1,21.68,63,98,18,15,2022,receiving
81,Austin,Knowles,Austin Knowles,/oh/medina/medina-battling-bees/athletes/austin-knowles/football/stats/?careerid=seat61lcmm788,seat61lcmm788,"WR, PR",Medina,OH,1366,1366,105.1,17.74,77,26,17,13,2022,receiving
82,Fredrick,Moore,Fredrick Moore,/mo/st-louis/cardinal-ritter-college-prep-lions/athletes/fredrick-moore/football/stats/?careerid=degmf1l951c88,degmf1l951c88,WR,Cardinal Ritter College Prep,MO,1365,1365,105.0,22.02,62,70,20,13,2022,receiving
83,Kayvon,Monfared,Kayvon Monfared,/ca/anaheim/canyon-comanches/athletes/kayvon-monfared/football/stats/?careerid=g8i56f2vh5lcc,g8i56f2vh5lcc,"WR, DB",Canyon,CA,1364,1364,113.7,23.52,58,95,22,12,2022,receiving
84,Carter,Hays,Carter Hays,/ga/macon/first-presbyterian-day-vikings/athletes/carter-hays/football/stats/?careerid=s3roc5a9i6rn7,s3roc5a9i6rn7,WR,First Presbyterian Day,GA,1362,1362,123.8,18.16,75,92,15,11,2022,receiving
85,Diego,Oaxaca,Diego Oaxaca,/tx/el-paso/montwood-rams/athletes/diego-oaxaca/football/stats/?careerid=7o688vbvh53dd,7o688vbvh53dd,"WR, RB",Montwood,TX,1361,1361,136.1,14.33,95,78,15,10,2022,receiving
86,Landon,Sides,Landon Sides,/tx/denton/guyer-wildcats/athletes/landon-sides/football/stats/?careerid=rt0edl6lueg99,rt0edl6lueg99,WR,Guyer,TX,1356,1356,96.9,22.6,60,62,16,14,2022,receiving
87,Cooper,Swasey,Cooper Swasey,/ut/payson/payson-lions/athletes/cooper-swasey/football/stats/?careerid=024g21l8v2gp9,024g21l8v2gp9,"WR, FS",Payson,UT,1356,1356,123.3,14.74,92,82,16,11,2022,receiving
88,Asaad,Waseem,Asaad Waseem,/fl/apopka/wekiva-mustangs/athletes/asaad-waseem/football/stats/?careerid=1rqr9c2hbq2j3,1rqr9c2hbq2j3,WR,Ocoee,FL,1353,1353,96.6,18.53,73,82,16,14,2022,receiving
89,Jack,Wojciak,Jack Wojciak,/oh/medina/medina-battling-bees/athletes/jack-wojciak/football/stats/?careerid=8mrqlht2298aa,8mrqlht2298aa,WR,Medina,OH,1350,1350,103.8,15.88,85,67,15,13,2022,receiving
90,Jeremiah,Castillo,Jeremiah Castillo,/ca/spring-valley/mount-miguel-matadors/athletes/jeremiah-castillo/football/stats/?careerid=fuls4unglvbcc,fuls4unglvbcc,"WR, CB",Mount Miguel,CA,1342,1342,122.0,19.17,70,77,23,11,2022,receiving
91,Jonah,Wilson,Jonah Wilson,/tx/houston/dekaney-wildcats/athletes/jonah-wilson/football/stats/?careerid=etuvftt9o18dd,etuvftt9o18dd,"WR, QB",Dekaney,TX,1341,1341,121.9,17.42,77,59,13,11,2022,receiving
92,Landon,Ransom,Landon Ransom,/tx/trophy-club/byron-nelson-bobcat/athletes/landon-ransom/football/stats/?careerid=f0h255tjpjn66,f0h255tjpjn66,WR,Byron Nelson,TX,1339,1339,103.0,18.1,74,75,16,13,2022,receiving
93,Damian,Barragan,Damian Barragan,/tx/sunray/sunray-bobcats/athletes/damian-barragan/football/stats/?careerid=2fkjleaa2lb77,2fkjleaa2lb77,"WR, CB",Sunray,TX,1338,1338,111.5,16.94,79,0,13,12,2022,receiving
94,Brandon,Inniss,Brandon Inniss,/fl/plantation/american-heritage-patriots/athletes/brandon-inniss/football/stats/?careerid=ua3n2mav3puk4,ua3n2mav3puk4,WR,American Heritage,FL,1336,1336,89.1,18.3,73,65,15,15,2022,receiving
95,Jonny,Puelz,Jonny Puelz,/ne/lincoln/lincoln-lutheran-warriors/athletes/jonny-puelz/football/stats/?careerid=ege4mqnlmrmh1,ege4mqnlmrmh1,"TE, DE",Lincoln Lutheran,NE,1336,1336,121.5,15.18,88,71,20,11,2022,receiving
96,Tyshawn,Russell,Tyshawn Russell,/pa/harrisburg/bishop-mcdevitt-crusaders/athletes/tyshawn-russell/football/stats/?careerid=m5n4omimi8k66,m5n4omimi8k66,"WR, CB",Bishop McDevitt,PA,1334,1334,95.3,21.87,61,75,22,14,2022,receiving
97,Shane,Rosenthal,Shane Rosenthal,/ca/newbury-park/newbury-park-panthers/athletes/shane-rosenthal/football/stats/?careerid=bkt87u0ufqs88,bkt87u0ufqs88,"WR, CB",Newbury Park,CA,1334,1334,111.2,14.99,89,74,15,12,2022,receiving
98,John mark,Charette,John mark Charette,/ar/little-rock/pulaski-academy-bruins/athletes/john-mark-charette/football/stats/?careerid=2ifcks8civ599,2ifcks8civ599,"TE, WR",Pulaski Academy,AR,1330,1330,102.3,22.17,60,0,10,13,2022,receiving
99,Trech,Kekahuna,Trech Kekahuna,/nv/las-vegas/bishop-gorman-gaels/athletes/trech-kekahuna/football/stats/?careerid=kmkfitfuscgh1,kmkfitfuscgh1,WR,Bishop Gorman,NV,1330,1330,88.7,21.8,61,39,22,15,2022,receiving
100,Grayson,Davenport,Grayson Davenport,/al/huntsville/randolph-school-raiders/athletes/grayson-davenport/football/stats/?careerid=a6cmh70418l22,a6cmh70418l22,"WR, OLB",Randolph School,AL,1328,1328,102.2,14.76,90,75,15,13,2022,receiving
101,Amarion,Henry,Amarion Henry,/tx/keller/keller-indians/athletes/amarion-henry/football/stats/?careerid=lnbbboarheml5,lnbbboarheml5,WR,Keller,TX,1325,1325,101.9,20.08,66,79,10,13,2022,receiving
102,Cole,Owens,Cole Owens,/ca/orangevale/casa-roble-rams/athletes/cole-owens/football/stats/?careerid=35vel6eh4mcff,35vel6eh4mcff,"WR, FS",Casa Roble,CA,1320,1320,120.0,25.38,52,78,18,11,2022,receiving
103,Trey,Rose,Trey Rose,/ut/milford/milford-tigers/athletes/trey-rose/football/stats/?careerid=adqjd5d7ridn7,adqjd5d7ridn7,"WR, CB",Milford,UT,1317,1317,109.8,18.81,70,80,14,12,2022,receiving
104,Reese,Vassar,Reese Vassar,/wa/brewster/brewster-bears/athletes/reese-vassar/football/stats/?careerid=ul4l6l2bjtmtd,ul4l6l2bjtmtd,"WR, RB",Brewster,WA,1315,1315,131.5,16.24,81,67,14,10,2022,receiving
105,Jeremiah,Bernard,Jeremiah Bernard,/ca/modesto/modesto-christian-crusaders/athletes/jeremiah-bernard/football/stats/?careerid=5vr12gn9iejff,5vr12gn9iejff,"WR, CB",Modesto Christian,CA,1313,1313,119.4,15.09,87,75,13,11,2022,receiving
106,Omarion,Miller,Omarion Miller,/la/vivian/north-caddo-titans/athletes/omarion-miller/football/stats/?careerid=nij5tk7lfdtaa,nij5tk7lfdtaa,WR,North Caddo,LA,1312,1312,119.3,22.62,58,87,15,11,2022,receiving
107,Peyton,Greathouse,Peyton Greathouse,/nm/artesia/artesia-bulldogs/athletes/peyton-greathouse/football/stats/?careerid=hr35l7t7g5ak4,hr35l7t7g5ak4,"WR, K",Artesia,NM,1309,1309,100.7,16.57,79,60,12,13,2022,receiving
