sacks_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_sacks,sacks_per_game,tackle_for_loss_yards,hurries,games_played,year,category
50,Bj,Ojulari,Bj Ojulari,/ga/marietta/marietta-blue-devils/athletes/bj-ojulari/football/stats/?careerid=ieuof3avpg3h1,ieuof3avpg3h1,"DE, OT",Marietta,GA,19.0,19.0,1.2,79,20,16,2019,sacks
51,Jeremiah,Howard,Jeremiah Howard,/nc/winston-salem/north-forsyth-vikings/athletes/jeremiah-howard/football/stats/?careerid=ffusimh41i2rb,ffusimh41i2rb,"DT, T",North Forsyth,NC,18.5,18.5,1.8,0,0,10,2019,sacks
52,Mason,Grubbs,Mason Grubbs,/nc/winston-salem/oak-grove-grizzlies/athletes/mason-grubbs/football/stats/?careerid=t3k64mp927o44,t3k64mp927o44,"DL, LB",Oak Grove,NC,18.5,18.5,1.5,48,0,12,2019,sacks
53,Tre,Smith,Tre Smith,/az/mesa/red-mountain-mountain-lions/athletes/tre-smith/football/stats/?careerid=hn4164kgu4cg0,hn4164kgu4cg0,DE,Red Mountain,AZ,18.5,18.5,1.4,97,0,13,2019,sacks
54,Cameron,Russell,Cameron Russell,/pa/oil-city/oil-city-oilers/athletes/cameron-russell/football/stats/?careerid=mlmilqj9sebl5,mlmilqj9sebl5,,Oil City,PA,18.5,18.5,1.4,71,3,13,2019,sacks
55,Dasean,Dixon,Dasean Dixon,/dc/washington/roosevelt-roughriders/athletes/dasean-dixon/football/stats/?careerid=cs68v8vkb9utd,cs68v8vkb9utd,"WR, DE",Roosevelt,DC,18.0,18.0,1.8,61,1,10,2019,sacks
56,Eric,Wells,Eric Wells,/dc/washington/bell-griffins/athletes/eric-wells/football/stats/?careerid=h9ncdi9650399,h9ncdi9650399,"C, DT",Bell,DC,18.0,18.0,1.8,0,0,10,2019,sacks
57,Henry,Seiuli,Henry Seiuli,/ca/moreno-valley/moreno-valley-vikings/athletes/henry-seiuli/football/stats/?careerid=tq5eqo050ab11,tq5eqo050ab11,"DE, TB",Moreno Valley,CA,18.0,18.0,1.6,90,6,11,2019,sacks
58,Angel,Vera,Angel Vera,/tx/el-paso/mountain-view-lobos/athletes/angel-vera/football/stats/?careerid=2q2hq7u9d7np9,2q2hq7u9d7np9,"DE, TE",Mountain View,TX,18.0,18.0,1.6,98,6,11,2019,sacks
59,Nate,Quinn,Nate Quinn,/nj/allendale/northern-highlands-highlanders/athletes/nate-quinn/football/stats/?careerid=hi5hhf03eoi66,hi5hhf03eoi66,DE,Northern Highlands,NJ,18.0,18.0,1.6,0,0,11,2019,sacks
60,Collin,Mccarthy,Collin Mccarthy,/nj/jackson-township/jackson-memorial-jaguars/athletes/collin-mccarthy/football/stats/?careerid=bg3lkuj2og855,bg3lkuj2og855,"DE, OT",Jackson Memorial,NJ,18.0,18.0,1.6,22,38,11,2019,sacks
61,Rish,Alford,Rish Alford,/ms/houston/houston-hilltoppers/athletes/rish-alford/football/stats/?careerid=9jlnmmrcg0en7,9jlnmmrcg0en7,"HB, DL",Houston,MS,18.0,18.0,1.5,99,26,12,2019,sacks
62,Jackson,Lawley,Jackson Lawley,/ok/tulsa/tulsa-noah-homeschool-jaguars/athletes/jackson-lawley/football/stats/?careerid=pc7g14rjlloo8,pc7g14rjlloo8,"WR, QB",Tulsa NOAH HomeSchool,OK,18.0,18.0,1.5,0,0,12,2019,sacks
63,John,Copley,John Copley,/sc/camden/camden-bulldogs/athletes/john-copley/football/stats/?careerid=42cjvjohp61p9,42cjvjohp61p9,"DE, TE",Camden,SC,18.0,18.0,1.4,0,39,13,2019,sacks
64,Gabriel,Rubio,Gabriel Rubio,/mo/st-peters/lutheran-cougars/athletes/gabriel-rubio/football/stats/?careerid=div2o2hbbbccc,div2o2hbbbccc,"DT, NG",Lutheran,MO,18.0,18.0,1.4,0,0,13,2019,sacks
65,Ryan,Lotton,Ryan Lotton,/ca/moreno-valley/vista-del-lago-ravens/athletes/ryan-lotton/football/stats/?careerid=vp3fb1khrt8i2,vp3fb1khrt8i2,"OLB, DE",Vista del Lago,CA,18.0,18.0,1.4,103,21,13,2019,sacks
66,Josue,Munoz,Josue Munoz,/tx/dallas/parish-episcopal-panthers/athletes/josue-munoz/football/stats/?careerid=g0rt8eurkrovf,g0rt8eurkrovf,"DT, MLB",Parish Episcopal,TX,18.0,18.0,1.4,146,18,13,2019,sacks
67,Derek,Wingo,Derek Wingo,/fl/fort-lauderdale/st-thomas-aquinas-raiders/athletes/derek-wingo/football/stats/?careerid=6jh42r9hsfhue,6jh42r9hsfhue,"OLB, DE",St. Thomas Aquinas,FL,18.0,18.0,1.2,93,4,15,2019,sacks
68,Ben,Yurosek,Ben Yurosek,/ca/bakersfield/bakersfield-christian-eagles/athletes/ben-yurosek/football/stats/?careerid=0dv384q3nagbb,0dv384q3nagbb,"TE, DE",Bakersfield Christian,CA,18.0,18.0,1.2,100,19,15,2019,sacks
69,Paul,Pearson,Paul Pearson,/pa/mckeesport/serra-catholic-eagles/athletes/paul-pearson/football/stats/?careerid=r24eob6f719aa,r24eob6f719aa,"WR, DE",Serra Catholic,PA,17.5,17.5,1.8,93,0,10,2019,sacks
70,Paxton,Skipps,Paxton Skipps,/ut/orem/orem-tigers/athletes/paxton-skipps/football/stats/?careerid=0s397lmt44511,0s397lmt44511,MLB,Orem,UT,17.5,17.5,1.2,83,16,14,2019,sacks
71,Robert,Lee,Robert Lee,/ga/atlanta/hapeville-charter-hornets/athletes/robert-lee/football/stats/?careerid=j7sb01tp43jff,j7sb01tp43jff,"DT, T",Hapeville Charter,GA,17.0,17.0,1.7,0,0,10,2019,sacks
72,Jake,Lusk,Jake Lusk,/oh/johnstown/johnstown-monroe-johnnies/athletes/jake-lusk/football/stats/?careerid=0trnui34nfn77,0trnui34nfn77,"TE, DE",Johnstown-Monroe,OH,17.0,17.0,1.7,54,0,10,2019,sacks
73,Grady,Kelly,Grady Kelly,/fl/navarre/navarre-raiders/athletes/grady-kelly/football/stats/?careerid=meecp05d053i2,meecp05d053i2,"OL, DL",Navarre,FL,17.0,17.0,1.7,106,32,10,2019,sacks
74,Tavon,Harrison,Tavon Harrison,/dc/washington/kipp-college-prep-panthers/athletes/tavon-harrison/football/stats/?careerid=0ff7b945gd466,0ff7b945gd466,DE,KIPP College Prep,DC,17.0,17.0,1.5,162,4,11,2019,sacks
75,Davin,Vann,Davin Vann,/nc/cary/cary-imps/athletes/davin-vann/football/stats/?careerid=cqm1l4isfribb,cqm1l4isfribb,"DT, DE",Cary,NC,17.0,17.0,1.5,116,0,11,2019,sacks
76,Devin,Lee,Devin Lee,/ga/mcdonough/ola-mustangs/athletes/devin-lee/football/stats/?careerid=hn7mhf926dque,hn7mhf926dque,"DE, FB",Ola,GA,17.0,17.0,1.5,23,11,11,2019,sacks
77,Danny,Walters iii,Danny Walters iii,/ca/anaheim/western-pioneers/athletes/danny-walters-iii/football/stats/?careerid=mvg10qktm8199,mvg10qktm8199,"DE, NG",Western,CA,17.0,17.0,1.5,27,0,11,2019,sacks
78,Frank,Smith V,Frank Smith V,/mo/st-louis/tdw-academy-jaguars/athletes/frank-smith-v/football/stats/?careerid=pv85rq2281ln7,pv85rq2281ln7,"TE, OLB",TDW Academy,MO,17.0,17.0,1.4,99,21,12,2019,sacks
79,Tofa,Wilson,Tofa Wilson,/nv/henderson/foothill-falcons/athletes/tofa-wilson/football/stats/?careerid=8m2ni8nrrftj3,8m2ni8nrrftj3,"OLB, DE",Foothill,NV,17.0,17.0,1.4,0,0,12,2019,sacks
80,Jashaud,Stewart,Jashaud Stewart,/ar/jonesboro/jonesboro-hurricane/athletes/jashaud-stewart/football/stats/?careerid=28ql2cqbisnrb,28ql2cqbisnrb,"DE, RB",Jonesboro,AR,17.0,17.0,1.4,164,14,12,2019,sacks
81,Sean,Mcphail jr.,Sean Mcphail jr.,/dc/washington/jackson-reed-tigers/athletes/sean-mcphail-jr/football/stats/?careerid=olb38d8mq6p22,olb38d8mq6p22,"OLB, DE",Jackson-Reed,DC,17.0,17.0,1.4,3,0,12,2019,sacks
82,Thomas,Cole,Thomas Cole,/ca/san-luis-obispo/san-luis-obispo-tigers/athletes/thomas-cole/football/stats/?careerid=138ejldj2ioqa,138ejldj2ioqa,"DE, TE",San Luis Obispo,CA,17.0,17.0,1.4,0,0,12,2019,sacks
83,Corey,Brown,Corey Brown,/ri/woonsocket/woonsocket-villa-novans/athletes/corey-brown/football/stats/?careerid=v46r3p6utgs66,v46r3p6utgs66,"DE, TE",Woonsocket,RI,17.0,17.0,1.4,84,0,12,2019,sacks
84,Montra,Edwards,Montra Edwards,/ms/lexington/holmes-county-central-jaguars/athletes/montra-edwards/football/stats/?careerid=p6gjil02u7vp9,p6gjil02u7vp9,DT,Holmes County Central,MS,17.0,17.0,1.3,108,0,13,2019,sacks
85,Gervon,Dexter,Gervon Dexter,/fl/lake-wales/lake-wales-highlanders/athletes/gervon-dexter/football/stats/?careerid=1o1v5mtenh7o8,1o1v5mtenh7o8,"ATH, DE",Lake Wales,FL,17.0,17.0,1.3,192,32,13,2019,sacks
86,Corey,Peterson,Corey Peterson,/nc/wake-forest/heritage-huskies/athletes/corey-peterson/football/stats/?careerid=tmd05da5lki77,tmd05da5lki77,"ILB, TE",Heritage,NC,17.0,17.0,1.3,0,0,13,2019,sacks
87,Maalona,Pule,Maalona Pule,/nc/elon/western-alamance-warriors/athletes/maalona-pule/football/stats/?careerid=n0949fnvrffrb,n0949fnvrffrb,"DE, WR",Western Alamance,NC,17.0,17.0,1.3,115,18,13,2019,sacks
88,Max,Gipson,Max Gipson,/ca/sutter/sutter-huskies/athletes/max-gipson/football/stats/?careerid=fe42rqj5ss7m6,fe42rqj5ss7m6,"DE, T",Sutter,CA,17.0,17.0,1.2,75,24,14,2019,sacks
89,Nathan,Meyers,Nathan Meyers,/ca/san-diego/canyon-hills-rattlers/athletes/nathan-meyers/football/stats/?careerid=eqonlefjhs0m6,eqonlefjhs0m6,"TE, DE",Canyon Hills,CA,17.0,17.0,1.2,0,0,14,2019,sacks
90,Justin,Lohrenz,Justin Lohrenz,/co/littleton/columbine-rebels/athletes/justin-lohrenz/football/stats/?careerid=rtbvmu81djtvf,rtbvmu81djtvf,"DE, TE",Columbine,CO,17.0,17.0,1.2,120,4,14,2019,sacks
91,Isaac,Joseph,Isaac Joseph,/fl/miami/dr-krop-lightning/athletes/isaac-joseph/football/stats/?careerid=2c8gkn2s8cc11,2c8gkn2s8cc11,"T, DT",Dr. Krop,FL,16.5,16.5,1.5,103,22,11,2019,sacks
92,Xavier,Correa,Xavier Correa,/fl/port-st-lucie/treasure-coast-titans/athletes/xavier-correa/football/stats/?careerid=p2fgj62irrfee,p2fgj62irrfee,"DE, MLB",Treasure Coast,FL,16.5,16.5,1.5,0,20,11,2019,sacks
93,Jackson,White,Jackson White,/ca/encino/crespi-celts/athletes/jackson-white/football/stats/?careerid=3dlk773ejfpj3,3dlk773ejfpj3,"TE, DE",Crespi,CA,16.5,16.5,1.3,0,6,13,2019,sacks
94,Quincy,Blair,Quincy Blair,/tx/missouri-city/fort-bend-marshall-buffalos/athletes/quincy-blair/football/stats/?careerid=7eg9t6tgrk9cc,7eg9t6tgrk9cc,"MLB, DE",Fort Bend Marshall,TX,16.5,16.5,1.1,16,17,15,2019,sacks
95,Shane,Provost,Shane Provost,/co/boulder/boulder-panthers/athletes/shane-provost/football/stats/?careerid=sssmkv82sreg0,sssmkv82sreg0,"RB, DE",Boulder,CO,16.0,16.0,1.6,38,0,10,2019,sacks
96,Lisandro,Aguilar,Lisandro Aguilar,/co/gypsum/eagle-valley-devils/athletes/lisandro-aguilar/football/stats/?careerid=mehv4klpd0155,mehv4klpd0155,"FB, ILB",Eagle Valley,CO,16.0,16.0,1.6,0,0,10,2019,sacks
97,Zane,Adams,Zane Adams,/ok/haskell/haskell-haymakers/athletes/zane-adams/football/stats/?careerid=bpjtus6mauam6,bpjtus6mauam6,"TE, DL",Haskell,OK,16.0,16.0,1.6,0,0,10,2019,sacks
98,Khalil,Mclin,Khalil Mclin,/ca/california-city/california-city-ravens/athletes/khalil-mclin/football/stats/?careerid=ee3m8pg33bgi2,ee3m8pg33bgi2,"RB, DE",California City,CA,16.0,16.0,1.5,0,1,11,2019,sacks
99,Jesus,Cabrera,Jesus Cabrera,/nj/woodbridge/woodbridge-barrons/athletes/jesus-cabrera/football/stats/?careerid=jhdov24qt0vvf,jhdov24qt0vvf,,Woodbridge,NJ,16.0,16.0,1.5,2,7,11,2019,sacks
100,Ethan,Hurst,Ethan Hurst,/ca/rancho-santa-margarita/tesoro-titans/athletes/ethan-hurst/football/stats/?careerid=9t73skim0b2h1,9t73skim0b2h1,DL,Tesoro,CA,16.0,16.0,1.5,0,29,11,2019,sacks
101,Tyson,Mcclendon,Tyson Mcclendon,/fl/baldwin/baldwin-indians/athletes/tyson-mcclendon/football/stats/?careerid=8qobubgprphdd,8qobubgprphdd,"DE, SS",Baldwin,FL,16.0,16.0,1.5,106,8,11,2019,sacks
102,Ashton,Gillotte,Ashton Gillotte,/fl/boca-raton/boca-raton-bobcats/athletes/ashton-gillotte/football/stats/?careerid=7j2hsu4eh9ah1,7j2hsu4eh9ah1,"DE, TE",Boca Raton,FL,16.0,16.0,1.5,64,0,11,2019,sacks
103,Herbert,Langster,Herbert Langster,/al/mobile/williamson-lions/athletes/herbert-langster/football/stats/?careerid=tjer9l3vhdm11,tjer9l3vhdm11,"DE, LB",Williamson,AL,16.0,16.0,1.5,0,0,11,2019,sacks
104,Gabriel,Ocampo,Gabriel Ocampo,/az/peoria/peoria-panthers/athletes/gabriel-ocampo/football/stats/?careerid=alhjph5n9dtbb,alhjph5n9dtbb,DE,Peoria,AZ,16.0,16.0,1.3,80,12,12,2019,sacks
105,Cooper,Gallaway,Cooper Gallaway,/ca/rancho-santa-margarita/tesoro-titans/athletes/cooper-gallaway/football/stats/?careerid=2634iu405p5i2,2634iu405p5i2,DL,Tesoro,CA,16.0,16.0,1.3,0,24,12,2019,sacks
106,Jalen,O'neal,Jalen O'neal,/ca/fresno/bullard-knights/athletes/jalen-oneal/football/stats/?careerid=i5shpsj9hnsk4,i5shpsj9hnsk4,,Bullard,CA,16.0,16.0,1.3,103,0,12,2019,sacks
107,Joel,Hadley,Joel Hadley,/fl/lake-wales/lake-wales-highlanders/athletes/joel-hadley/football/stats/?careerid=emi502iv8dgvf,emi502iv8dgvf,"SS, OLB",Lake Wales,FL,16.0,16.0,1.2,211,22,13,2019,sacks
108,David,Evanchick,David Evanchick,/ct/darien/darien-blue-wave/athletes/david-evanchick/football/stats/?careerid=bl42etpfhosdd,bl42etpfhosdd,DE,Darien,CT,16.0,16.0,1.2,132,7,13,2019,sacks
109,Javon (jody),Durr,Javon (jody) Durr,/ms/magee/magee-trojans/athletes/javon-jody-durr/football/stats/?careerid=mitqeb7ismrh1,mitqeb7ismrh1,,Magee,MS,16.0,16.0,1.1,70,0,14,2019,sacks
110,Austin,Burrows,Austin Burrows,/ca/whittier/la-serna-lancers/athletes/austin-burrows/football/stats/?careerid=n76nm6ipgp9vf,n76nm6ipgp9vf,"OL, DL",La Serna,CA,16.0,16.0,1.1,77,15,14,2019,sacks
