tackles_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_tackles,tackles_per_game,solo_tackles,assisted_tackles,tackles_for_loss,sacks,games_played,year,category
32,Zak,Kirsch,Zak Kirsch,/pa/northern-cambria/northern-cambria-colts/athletes/zak-kirsch/football/stats/?careerid=69ssm12amp2cc,69ssm12amp2cc,"OLB, SB",Northern Cambria,PA,183,183,18.3,79,104,14.5,0.0,10,2025,tackles
33,Wesley,Bushnell,Wesley Bushnell,/la/sulphur/sulphur-golden-tors/athletes/wesley-bushnell/football/stats/?careerid=j2vd9kkf132cc,j2vd9kkf132cc,,Sulphur,LA,183,183,18.3,58,125,0.0,0.0,10,2025,tackles
34,Camereon,Cartlidge,Camereon Cartlidge,/nc/walkertown/walkertown-wolfpack/athletes/camereon-cartlidge/football/stats/?careerid=5k914lg5jsog0,5k914lg5jsog0,"HB, LB",Walkertown,NC,183,183,16.6,155,0,41.0,16.0,11,2025,tackles
35,Noah,Lavallee,Noah Lavallee,/ga/marietta/walton-raiders/athletes/noah-lavallee/football/stats/?careerid=vtgrsqm1kb677,vtgrsqm1kb677,MLB,Walton,GA,183,183,14.1,103,80,8.0,1.0,13,2025,tackles
36,Jacob,Braden,Jacob Braden,/tx/wall/wall-hawks/athletes/jacob-braden/football/stats/?careerid=0ekfhhhutv800,0ekfhhhutv800,LB,Wall,TX,183,183,11.4,140,43,18.0,4.0,16,2025,tackles
37,Levi,Champion,Levi Champion,/fl/west-palm-beach/kings-academy-lions/athletes/levi-champion/football/stats/?careerid=o19878huotjn7,o19878huotjn7,"RB, OLB",King's Academy,FL,182,182,16.5,85,97,26.0,3.0,11,2025,tackles
38,Josh,Baker,Josh Baker,/nc/apex/south-wake-lions/athletes/josh-baker/football/stats/?careerid=2ab0l5ohiflbb,2ab0l5ohiflbb,"LB, RB",South Wake,NC,181,181,18.1,45,136,9.0,1.0,10,2025,tackles
39,Dylan,Depp,Dylan Depp,/pa/clymer/penns-manor-comets/athletes/dylan-depp/football/stats/?careerid=03ubt0pbf3o55,03ubt0pbf3o55,"OG, MLB",Penns Manor,PA,181,181,18.1,115,66,4.5,4.5,10,2025,tackles
40,Carter,Kuhn,Carter Kuhn,/tx/little-river-academy/little-river-academy-bumblebees/athletes/carter-kuhn/football/stats/?careerid=hafns04pn4722,hafns04pn4722,MLB,Little River Academy,TX,181,181,16.5,61,120,13.0,0.0,11,2025,tackles
41,Hunter,Parmeter,Hunter Parmeter,/nm/las-cruces/las-cruces-bulldawgs/athletes/hunter-parmeter/football/stats/?careerid=bi3ll480kcvp9,bi3ll480kcvp9,OLB,Las Cruces,NM,181,181,13.9,89,92,5.0,1.0,13,2025,tackles
42,Quinton,Cypher,Quinton Cypher,/nc/raleigh/millbrook-wildcats/athletes/quinton-cypher/football/stats/?careerid=a28d7f7pl1vcc,a28d7f7pl1vcc,MLB,Millbrook,NC,181,181,13.9,96,85,48.0,5.5,13,2025,tackles
43,Kyler,Reed,Kyler Reed,/pa/saxton/tussey-mountain-titans/athletes/kyler-reed/football/stats/?careerid=6bprimjr6thg0,6bprimjr6thg0,"MLB, ATH",Tussey Mountain,PA,180,180,16.4,133,47,12.0,0.0,11,2025,tackles
44,Madden,Mayer,Madden Mayer,/ca/temecula/linfield-christian-lions/athletes/madden-mayer/football/stats/?careerid=qpoidqqmk4l00,qpoidqqmk4l00,"LB, TE",Linfield Christian,CA,180,180,16.4,126,54,37.0,5.5,11,2025,tackles
45,Brycen,Everage,Brycen Everage,/ky/hindman/knott-county-central-patriots/athletes/brycen-everage/football/stats/?careerid=2p5d6u6lgbmff,2p5d6u6lgbmff,"RB, LB",Knott County Central,KY,180,180,16.4,80,100,23.0,1.0,11,2025,tackles
46,CJ,Dickerson,CJ Dickerson,/nc/wilson/hunt-warriors/athletes/cj-dickerson/football/stats/?careerid=t40dlimvvra99,t40dlimvvra99,"DT, G",Hunt,NC,180,180,12.9,99,81,46.0,15.0,14,2025,tackles
47,Daniel,Wojnowski,Daniel Wojnowski,/fl/dover/specially-fit-academy-rams/athletes/daniel-wojnowski/football/stats/?careerid=8him8bibog3k4,8him8bibog3k4,"FS, SS",Specially Fit Academy,FL,179,179,16.3,90,89,14.0,7.0,11,2025,tackles
48,Brysen,Davies,Brysen Davies,/ga/newnan/northgate-vikings/athletes/brysen-davies/football/stats/?careerid=4p5eshj96r2td,4p5eshj96r2td,"MLB, OLB",Northgate,GA,179,179,16.3,94,85,10.0,3.5,11,2025,tackles
49,Christian,Foster,Christian Foster,/sc/greenwood/emerald-vikings/athletes/christian-foster/football/stats/?careerid=v2ialm3v1kcue,v2ialm3v1kcue,"LB, RB",Emerald,SC,179,179,14.9,105,74,6.0,0.0,12,2025,tackles
50,Terry,Hembree,Terry Hembree,/ok/wyandotte/wyandotte-bears/athletes/terry-hembree/football/stats/?careerid=aa8s3vpv8d822,aa8s3vpv8d822,"TE, LB",Wyandotte,OK,179,179,14.9,76,103,3.0,1.0,12,2025,tackles
51,Cole,Gemberling,Cole Gemberling,/pa/hegins/tri-valley-bulldogs/athletes/cole-gemberling/football/stats/?careerid=u7tiakg6jd8dd,u7tiakg6jd8dd,"RB, MLB",Tri-Valley,PA,178,178,14.8,51,127,3.0,0.0,12,2025,tackles
52,Malik,Mazyun,Malik Mazyun,/il/cahokia/cahokia-comanches/athletes/malik-mazyun/football/stats/?careerid=uq3n09mii0jff,uq3n09mii0jff,"MLB, SS",Cahokia,IL,178,178,14.8,111,67,14.0,11.0,12,2025,tackles
53,Jessie,Parker,Jessie Parker,/al/florence/mars-hill-bible-panthers/athletes/jessie-parker/football/stats/?careerid=av1t9gqro4f00,av1t9gqro4f00,"WB, MLB",Mars Hill Bible,AL,178,178,11.9,113,65,5.0,2.0,15,2025,tackles
54,BJ,Payton,BJ Payton,/ms/macon/noxubee-county-tigers/athletes/bj-payton/football/stats/?careerid=3gq2a7kpodgj3,3gq2a7kpodgj3,"OLB, MLB",Noxubee County,MS,178,178,11.9,119,59,17.0,6.0,15,2025,tackles
55,Cooper,Kraus,Cooper Kraus,/az/sierra-vista/buena-colts/athletes/cooper-kraus/football/stats/?careerid=8ksr7je8tu6ff,8ksr7je8tu6ff,ILB,Buena,AZ,177,177,16.1,113,64,29.5,6.0,11,2025,tackles
56,Brody,Herrera,Brody Herrera,/ca/yucca-valley/yucca-valley-trojans/athletes/brody-herrera/football/stats/?careerid=s40k0o4lf0mee,s40k0o4lf0mee,"OLB, DE",Yucca Valley,CA,177,177,16.1,121,56,14.0,2.0,11,2025,tackles
57,Ryan,Halversen,Ryan Halversen,/ca/middletown/middletown-mustangs/athletes/ryan-halversen/football/stats/?careerid=m5f92l80of388,m5f92l80of388,"RB, LB",Middletown,CA,177,177,12.6,30,147,0.0,0.0,14,2025,tackles
58,Jake,Kissell,Jake Kissell,/pa/altoona/bishop-guilfoyle-marauders/athletes/jake-kissell/football/stats/?careerid=07r04rq3ksin7,07r04rq3ksin7,"LB, QB",Bishop Guilfoyle,PA,177,177,11.1,68,109,33.0,13.0,16,2025,tackles
59,Laquon,Whisenhunt,Laquon Whisenhunt,/al/jackson/jackson-aggies/athletes/laquon-whisenhunt/football/stats/?careerid=dlt8mms4ts7m6,dlt8mms4ts7m6,"RB, MLB",Jackson,AL,176,176,11.7,76,100,9.0,2.0,15,2025,tackles
60,Bradyn,Bennett,Bradyn Bennett,/al/boaz/boaz-pirates/athletes/bradyn-bennett/football/stats/?careerid=hvhvsk1q0anm6,hvhvsk1q0anm6,"ILB, LS",Boaz,AL,175,175,15.9,92,83,14.0,2.0,11,2025,tackles
61,Kymani,Atiles,Kymani Atiles,/nc/laurinburg/scotland-fighting-scots/athletes/kymani-atiles/football/stats/?careerid=418njk0khurdd,418njk0khurdd,LB,Scotland,NC,175,175,14.6,68,107,6.0,3.0,12,2025,tackles
62,Zi'rieck,Roberts,Zi'rieck Roberts,/fl/orlando/evans-trojans/athletes/zirieck-roberts/football/stats/?careerid=o807ps4vmmvsc,o807ps4vmmvsc,MLB,Evans,FL,174,174,15.8,109,65,24.0,2.0,11,2025,tackles
63,Bryson,Bowman,Bryson Bowman,/az/mesa/eastmark-firebirds/athletes/bryson-bowman/football/stats/?careerid=qm7t73laln9bb,qm7t73laln9bb,"LB, RB",Eastmark,AZ,174,174,15.8,89,85,12.0,2.0,11,2025,tackles
64,Jacob,Lewis,Jacob Lewis,/ks/sterling/sterling-black-bears/athletes/jacob-lewis/football/stats/?careerid=jaocisim17qj3,jaocisim17qj3,"QB, SS",Sterling,KS,174,174,13.4,101,73,15.5,3.0,13,2025,tackles
65,Jp,Sweatt,Jp Sweatt,/sc/west-columbia/gray-collegiate-academy-war-eagles/athletes/jp-sweatt/football/stats/?careerid=01ar99konnn33,01ar99konnn33,"MLB, LS",Gray Collegiate Academy,SC,174,174,12.4,26,148,15.0,4.0,14,2025,tackles
66,Joey,Galazin,Joey Galazin,/tn/sevierville/sevier-county-smoky-bears/athletes/joey-galazin/football/stats/?careerid=2o58lj45s5rqa,2o58lj45s5rqa,OLB,Sevier County,TN,174,174,11.6,124,50,12.0,3.0,15,2025,tackles
67,Drew,Holman,Drew Holman,/id/middleton/middleton-vikings/athletes/drew-holman/football/stats/?careerid=ama1rh1ciju00,ama1rh1ciju00,,Middleton,ID,173,173,15.7,102,71,6.0,0.0,11,2025,tackles
68,Jaret,Bridwell,Jaret Bridwell,/ca/red-bluff/red-bluff-spartans/athletes/jaret-bridwell/football/stats/?careerid=rjjsc7s4l4iue,rjjsc7s4l4iue,"SS, RB",Red Bluff,CA,173,173,15.7,96,77,23.0,0.0,11,2025,tackles
69,Braylon,Rancifer,Braylon Rancifer,/ms/bogue-chitto/bogue-chitto-bobcats/athletes/braylon-rancifer/football/stats/?careerid=u0pamro5t3isc,u0pamro5t3isc,"OLB, RB",Bogue Chitto,MS,173,173,14.4,41,132,12.0,2.0,12,2025,tackles
70,Jacob,Byers,Jacob Byers,/oh/danville/danville-blue-devils/athletes/jacob-byers/football/stats/?careerid=jgsm2ke1ugv22,jgsm2ke1ugv22,"G, MLB",Danville,OH,173,173,13.3,80,93,6.5,1.5,13,2025,tackles
71,Trystan,Baker,Trystan Baker,/ok/stroud/stroud-tigers/athletes/trystan-baker/football/stats/?careerid=20k3di71q88aa,20k3di71q88aa,"MLB, RB",Stroud,OK,172,172,14.3,38,134,9.0,2.0,12,2025,tackles
72,Samuel,Ashley,Samuel Ashley,/al/florence/mars-hill-bible-panthers/athletes/samuel-ashley/football/stats/?careerid=5k4e98h9glsn7,5k4e98h9glsn7,"RB, FS",Mars Hill Bible,AL,172,172,12.3,101,71,5.0,2.0,14,2025,tackles
73,Tristan,Ormond,Tristan Ormond,/ca/lynwood/lynwood-knights/athletes/tristan-ormond/football/stats/?careerid=f0sb0crp33v55,f0sb0crp33v55,"HB, OLB",Lynwood,CA,171,171,19.0,76,95,3.0,0.0,9,2025,tackles
74,Gavin,Lovell,Gavin Lovell,/pa/houtzdale/moshannon-valley-black-knights-damsels/athletes/gavin-lovell/football/stats/?careerid=t6ttlk7avngk4,t6ttlk7avngk4,"T, LB",Moshannon Valley,PA,171,171,15.5,43,128,23.5,4.0,11,2025,tackles
75,Cameron,Johnson,Cameron Johnson,/nc/halifax/southeast-collegiate-prep-academy-trojans/athletes/cameron-johnson/football/stats/?careerid=3b6pd2vj247cc,3b6pd2vj247cc,"LB, FB",Southeast Collegiate Prep Academy,NC,171,171,15.5,122,49,5.0,1.0,11,2025,tackles
76,Elijah,Chaffin,Elijah Chaffin,/nc/mocksville/davie-county-war-eagles/athletes/elijah-chaffin/football/stats/?careerid=b792co4ss2411,b792co4ss2411,"MLB, TE",Davie County,NC,171,171,14.2,104,67,16.0,1.0,12,2025,tackles
77,Kaleb,Menard,Kaleb Menard,/tx/orangefield/orangefield-bobcats/athletes/kaleb-menard/football/stats/?careerid=ir6eoqc5018aa,ir6eoqc5018aa,"OLB, TE",Orangefield,TX,171,171,13.2,104,67,24.0,10.0,13,2025,tackles
78,Christopher,Mosher,Christopher Mosher,/oh/danville/danville-blue-devils/athletes/christopher-mosher/football/stats/?careerid=jhjeushrd0a66,jhjeushrd0a66,"WR, FS",Danville,OH,171,171,12.2,68,103,9.0,4.0,14,2025,tackles
79,Luke,Brewer,Luke Brewer,/al/ashville/ashville-bulldogs/athletes/luke-brewer/football/stats/?careerid=3kk2j50or1gsc,3kk2j50or1gsc,"ILB, RB",Ashville,AL,170,170,15.5,130,40,21.0,2.0,11,2025,tackles
80,Jeremiah,Deese,Jeremiah Deese,/nc/mcleansville/northeast-guilford-rams/athletes/jeremiah-deese/football/stats/?careerid=8n4c8u7ev68td,8n4c8u7ev68td,ATH,Northeast Guilford,NC,170,170,14.2,91,79,45.0,5.0,12,2025,tackles
81,Taegan,Hackney,Taegan Hackney,/wv/matewan/mingo-central-miners/athletes/taegan-hackney/football/stats/?careerid=i38huk5uleccc,i38huk5uleccc,"MLB, FB",Mingo Central,WV,170,170,14.2,0,0,16.0,2.0,12,2025,tackles
82,Emarion,Price,Emarion Price,/ms/hattiesburg/hattiesburg-tigers/athletes/emarion-price/football/stats/?careerid=i96tog04k9grb,i96tog04k9grb,,Hattiesburg,MS,170,170,12.1,112,58,30.0,6.0,14,2025,tackles
83,Chase,Marley,Chase Marley,/pa/columbia/columbia-crimson-tide/athletes/chase-marley/football/stats/?careerid=jl66t9qljefl5,jl66t9qljefl5,"TB, OLB",Columbia,PA,169,169,15.4,87,82,3.0,3.0,11,2025,tackles
84,Ethan,Buskirk,Ethan Buskirk,/in/michigan-city/michigan-city-wolves/athletes/ethan-buskirk/football/stats/?careerid=5ir27r8nklo99,5ir27r8nklo99,LB,Michigan City,IN,169,169,14.1,132,37,33.0,6.0,12,2025,tackles
85,Jimmie,Wildcat,Jimmie Wildcat,/ok/pawhuska/pawhuska-huskies/athletes/jimmie-wildcat/football/stats/?careerid=qnjl4v5l36io8,qnjl4v5l36io8,"RB, LB",Pawhuska,OK,169,169,14.1,62,107,18.0,0.0,12,2025,tackles
86,Braylon,Jackson,Braylon Jackson,/ga/lithonia/lithonia-bulldogs/athletes/braylon-jackson/football/stats/?careerid=0rlg19retk2g0,0rlg19retk2g0,"MLB, OLB",Lithonia,GA,169,169,13.0,105,64,26.0,2.0,13,2025,tackles
87,Reed,Wilson,Reed Wilson,/mo/nixa/nixa-eagles/athletes/reed-wilson/football/stats/?careerid=k5ruemi14jurb,k5ruemi14jurb,OLB,Nixa,MO,169,169,12.1,119,50,1.0,0.0,14,2025,tackles
88,Jagger,Ludolf,Jagger Ludolf,/al/moody/moody-blue-devils/athletes/jagger-ludolf/football/stats/?careerid=m2mvkl2ghc366,m2mvkl2ghc366,MLB,Moody,AL,169,169,11.3,117,52,6.0,1.0,15,2025,tackles
89,Anthony,Ortiz,Anthony Ortiz,/ca/redlands/redlands-terriers/athletes/anthony-ortiz/football/stats/?careerid=5l6ial8usnfcc,5l6ial8usnfcc,LB,Redlands,CA,168,168,16.8,91,77,29.0,4.0,10,2025,tackles
90,Landon,Traylor,Landon Traylor,/tx/dallas/carter-cowboys/athletes/landon-traylor/football/stats/?careerid=9qtofaq5lgrff,9qtofaq5lgrff,LB,Carter,TX,168,168,15.3,113,55,21.0,13.5,11,2025,tackles
91,Noah,Finkbine,Noah Finkbine,/oh/new-madison/tri-village-patriots/athletes/noah-finkbine/football/stats/?careerid=322ubuop34ch1,322ubuop34ch1,"MLB, RB",Tri-Village,OH,168,168,14.0,48,120,15.5,2.5,12,2025,tackles
92,Frank,Gonzalez,Frank Gonzalez,/tx/mercedes/mercedes-tigers/athletes/frank-gonzalez/football/stats/?careerid=3gos6c2n6ghcc,3gos6c2n6ghcc,"WR, FS",Mercedes,TX,168,168,14.0,78,90,5.0,0.0,12,2025,tackles
93,Isaiah,Young,Isaiah Young,/in/lapel/lapel-bulldogs/athletes/isaiah-young/football/stats/?careerid=dslgnlqqtd2aa,dslgnlqqtd2aa,"MLB, RB",Lapel,IN,168,168,12.0,64,104,11.5,5.0,14,2025,tackles
94,Elijah,McNeair,Elijah McNeair,/nc/thomasville/thomasville-bulldogs/athletes/elijah-mcneair/football/stats/?careerid=25n6260b6disc,25n6260b6disc,"OLB, RB",Thomasville,NC,168,168,8.8,58,110,15.0,1.5,19,2025,tackles
95,William,Scott,William Scott,/mo/odessa/odessa-bulldogs/athletes/william-scott/football/stats/?careerid=ajbe753o82mvf,ajbe753o82mvf,"RB, MLB",Odessa,MO,167,167,15.2,35,132,15.0,3.5,11,2025,tackles
96,Daniel,Hinkey,Daniel Hinkey,/ca/lake-isabella/kern-valley-broncs/athletes/daniel-hinkey/football/stats/?careerid=ibcsg91pfqln7,ibcsg91pfqln7,"LB, TE",Kern Valley,CA,167,167,15.2,76,91,4.0,1.0,11,2025,tackles
97,Harrison,Baker,Harrison Baker,/ga/columbus/brookstone-cougars/athletes/harrison-baker/football/stats/?careerid=635c76q6vn4m6,635c76q6vn4m6,"RB, OLB",Brookstone,GA,167,167,12.8,61,106,17.5,5.5,13,2025,tackles
98,Austin,Helton,Austin Helton,/tx/sunnyvale/sunnyvale-raiders/athletes/austin-helton/football/stats/?careerid=b1t50rf133l11,b1t50rf133l11,"MLB, RB",Sunnyvale,TX,167,167,12.8,94,73,21.0,1.0,13,2025,tackles
99,Travon,Pinkney,Travon Pinkney,/md/millersville/old-mill-patriots/athletes/travon-pinkney/football/stats/?careerid=10v0fp3aig7g0,10v0fp3aig7g0,MLB,Old Mill,MD,167,167,12.8,68,99,11.0,8.0,13,2025,tackles
100,Shannon,Adkins,Shannon Adkins,/ga/dexter/west-laurens-raiders/athletes/shannon-adkins/football/stats/?careerid=hgptfqgnp6fk4,hgptfqgnp6fk4,"RB, MLB",West Laurens,GA,167,167,11.9,93,74,11.0,8.0,14,2025,tackles
101,ANOOP,MONROE,ANOOP MONROE,/nc/jacksonville/northside-jacksonville-monarchs/athletes/anoop-monroe/football/stats/?careerid=9am1tmsgt6srb,9am1tmsgt6srb,"RB, LB",Northside - Jacksonville,NC,167,167,11.9,103,64,4.0,4.0,14,2025,tackles
102,Walker,Willcox,Walker Willcox,/sc/darlington/trinity-collegiate-titans/athletes/walker-willcox/football/stats/?careerid=sta7duadlgkrb,sta7duadlgkrb,"TE, MLB",Trinity Collegiate,SC,166,166,16.6,166,0,36.0,0.0,10,2025,tackles
103,Colton,Dunbar,Colton Dunbar,/wv/poca/poca-the-dots/athletes/colton-dunbar/football/stats/?careerid=dms3eurk4p3sc,dms3eurk4p3sc,"FB, SS",Poca,WV,166,166,16.6,80,86,26.0,1.0,10,2025,tackles
104,Keima'j,Barnes,Keima'j Barnes,/tx/amarillo/palo-duro-dons/athletes/keimaj-barnes/football/stats/?careerid=2bfsngppf90ff,2bfsngppf90ff,"RB, MLB",Palo Duro,TX,166,166,13.8,121,45,12.0,3.0,12,2025,tackles
105,Kane,Casani,Kane Casani,/ca/los-angeles/loyola-cubs/athletes/kane-casani/football/stats/?careerid=8uop4ngmkrm00,8uop4ngmkrm00,"MLB, RB",Loyola,CA,166,166,12.8,60,106,16.0,3.0,13,2025,tackles
106,SEAN,GARZA,SEAN GARZA,/tx/la-vernia/la-vernia-bears/athletes/sean-garza/football/stats/?careerid=cnaif45nlt344,cnaif45nlt344,"RB, SS",La Vernia,TX,166,166,11.1,79,87,8.0,1.0,15,2025,tackles
107,Rourke,Sevier,Rourke Sevier,/ar/batesville/batesville-pioneers/athletes/rourke-sevier/football/stats/?careerid=o8qkbdup8q4ee,o8qkbdup8q4ee,"MLB, FB",Batesville,AR,165,165,15.0,86,79,4.0,0.0,11,2025,tackles
