rushing_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,rushing_yards,rushing_yards_per_game,rushing_yards_per_attempt,rushing_attempts,longest_rush,rushing_touchdowns,fumbles,games_played,year,category
11,J.j.,Jude,J.j. Jude,/ky/paintsville/johnson-central-golden-eagles/athletes/jj-jude/football/stats/?careerid=m66h8h55g9rvf,m66h8h55g9rvf,RB,Johnson Central,KY,2964,2964,269.5,11.27,263,93,41,0,11,2011,rushing
12,Kentayvus,Hopkins,Kentayvus Hopkins,/ky/paris/bourbon-county-colonels/athletes/kentayvus-hopkins/football/stats/?careerid=bcphpatd2lqo8,bcphpatd2lqo8,,Bourbon County,KY,2924,2924,243.7,11.56,253,0,38,0,12,2011,rushing
13,Kelvin,Taylor,Kelvin Taylor,/fl/belle-glade/glades-day-gators/athletes/kelvin-taylor/football/stats/?careerid=q1h7bg5qih599,q1h7bg5qih599,,Glades Day,FL,2884,2884,221.8,9.88,292,0,0,0,13,2011,rushing
14,Romello,Goodman,Romello Goodman,/ca/corona/centennial-huskies/athletes/romello-goodman/football/stats/?careerid=a6fs7oc5jqdsc,a6fs7oc5jqdsc,RB,Centennial,CA,2758,2758,197.0,9.32,296,65,44,0,14,2011,rushing
15,Bryar,Harper,Bryar Harper,/wi/deforest/deforest-norskies/athletes/bryar-harper/football/stats/?careerid=pdmqvu0oq8t99,pdmqvu0oq8t99,RB,DeForest,WI,2725,2725,227.1,10.02,272,77,37,0,12,2011,rushing
16,Garret,Zeiter,Garret Zeiter,/ca/los-gatos/los-gatos-wildcats/athletes/garret-zeiter/football/stats/?careerid=co64qra6plu33,co64qra6plu33,"TB, SS",Los Gatos,CA,2715,2715,208.8,8.25,329,78,36,0,13,2011,rushing
17,Jordan,Barnes,Jordan Barnes,/tx/van-alstyne/van-alstyne-panthers/athletes/jordan-barnes/football/stats/?careerid=c47b10hqmt1p9,c47b10hqmt1p9,"RB, LB",Van Alstyne,TX,2703,2703,207.9,8.98,301,41,34,0,13,2011,rushing
18,ZANDER,ANDING,ZANDER ANDING,/ca/burbank/burroughs-bears/athletes/zander-anding/football/stats/?careerid=53qfkedgkcbbb,53qfkedgkcbbb,"RB, CB",Burroughs,CA,2686,2686,268.6,13.17,204,93,26,1,10,2011,rushing
19,Dalton,Boles,Dalton Boles,/tn/mosheim/west-greene-buffaloes/athletes/dalton-boles/football/stats/?careerid=2ngq3003d6i55,2ngq3003d6i55,"RB, DB",West Greene,TN,2617,2617,237.9,9.69,270,87,29,0,11,2011,rushing
20,Derrick,Henry,Derrick Henry,/fl/yulee/yulee-hornets/athletes/derrick-henry/football/stats/?careerid=p08a78vsrsvtd,p08a78vsrsvtd,RB,Yulee,FL,2610,2610,217.5,8.45,309,90,34,2,12,2011,rushing
21,Trey,Edmunds,Trey Edmunds,/va/ringgold/dan-river-wildcats/athletes/trey-edmunds/football/stats/?careerid=n60knmtd41kue,n60knmtd41kue,"MLB, TB",Dan River,VA,2596,2596,199.7,9.17,283,80,33,13,13,2011,rushing
22,Carlos,Melendez,Carlos Melendez,/az/queen-creek/san-tan-foothills-sabercats/athletes/carlos-melendez/football/stats/?careerid=uv7rilp1fojqa,uv7rilp1fojqa,"RB, ILB",San Tan Foothills,AZ,2593,2593,199.5,8.34,311,78,33,5,13,2011,rushing
23,Kawan,Rally,Kawan Rally,/ca/woodland-hills/el-camino-real-royals/athletes/kawan-rally/football/stats/?careerid=llnq6n2m38trb,llnq6n2m38trb,"RB, LB",El Camino Real,CA,2588,2588,235.3,9.66,268,66,32,0,11,2011,rushing
24,Darrell,Harris,Darrell Harris,/tx/waco/waco-lions/athletes/darrell-harris/football/stats/?careerid=lmdj5jvfn9rbb,lmdj5jvfn9rbb,B,Waco,TX,2567,2567,233.4,8.28,310,70,24,0,11,2011,rushing
25,John,Wiernicki,John Wiernicki,/ca/galt/liberty-ranch-hawks/athletes/john-wiernicki/football/stats/?careerid=3b9d60891j966,3b9d60891j966,"RB, LB",Liberty Ranch,CA,2562,2562,197.1,10.09,254,88,40,2,13,2011,rushing
26,Garrett,Carter,Garrett Carter,/tx/sundown/sundown-roughnecks/athletes/garrett-carter/football/stats/?careerid=hqsis53frukl5,hqsis53frukl5,"RB, LB",Sundown,TX,2561,2561,213.4,8.51,301,74,39,1,12,2011,rushing
27,Jacob,Taylor,Jacob Taylor,/ca/lake-arrowhead/rim-of-the-world-fighting-scots/athletes/jacob-taylor/football/stats/?careerid=gkol8mct6esk4,gkol8mct6esk4,"RB, DB",Rim of the World,CA,2546,2546,195.8,7.67,332,77,27,0,13,2011,rushing
28,Stacey,Bedell,Stacey Bedell,/ny/mastic-beach/william-floyd-colonials/athletes/stacey-bedell/football/stats/?careerid=0dgbabiu15gbb,0dgbabiu15gbb,"RB, FS",William Floyd,NY,2542,2542,211.8,11.5,221,96,36,0,12,2011,rushing
29,Calib,Alexander,Calib Alexander,/fl/ocala/st-john-lutheran-saints/athletes/calib-alexander/football/stats/?careerid=0b6u3adn03rl5,0b6u3adn03rl5,"RB, FS",St. John Lutheran,FL,2537,2537,211.4,10.66,238,80,38,4,12,2011,rushing
30,Deandre,Wright,Deandre Wright,/il/momence/momence-momence-athletics/athletes/deandre-wright/football/stats/?careerid=imm74tbgo4qsc,imm74tbgo4qsc,"RB, DB",Momence,IL,2528,2528,252.8,9.09,278,97,35,4,10,2011,rushing
31,Corey ,Clement,Corey  Clement,/nj/glassboro/glassboro-bulldogs/athletes/corey-clement/football/stats/?careerid=jtmmuo55kjri2,jtmmuo55kjri2,"RB, DB",Glassboro,NJ,2510,2510,209.2,10.08,249,0,34,0,12,2011,rushing
32,Cory,Strunk,Cory Strunk,/in/milan/milan-indians/athletes/cory-strunk/football/stats/?careerid=tp750o0m6vb66,tp750o0m6vb66,,Milan,IN,2476,2476,206.3,7.39,335,56,27,0,12,2011,rushing
33,Keenon,Ward,Keenon Ward,/tx/snyder/snyder-tigers/athletes/keenon-ward/football/stats/?careerid=enff6si56c311,enff6si56c311,"QB, DB",Snyder,TX,2472,2472,190.2,8.86,279,93,31,0,13,2011,rushing
34,Ryan,Moeller,Ryan Moeller,/co/rifle/rifle-bears/athletes/ryan-moeller/football/stats/?careerid=3j4k75tpimtrb,3j4k75tpimtrb,"RB, DB",Rifle,CO,2469,2469,205.8,8.82,280,97,22,8,12,2011,rushing
35,Tj,Logan,Tj Logan,/nc/greensboro/northern-guilford-nighthawks/athletes/tj-logan/football/stats/?careerid=mvoop119lm1ue,mvoop119lm1ue,"TB, CB",Northern Guilford,NC,2468,2468,164.5,8.42,293,98,38,0,15,2011,rushing
36,Demarkus,Dennis,Demarkus Dennis,/ms/oxford/lafayette-commodores/athletes/demarkus-dennis/football/stats/?careerid=iarqerj0jq4n7,iarqerj0jq4n7,RB,Lafayette,MS,2465,2465,154.1,9.67,255,83,29,4,16,2011,rushing
37,Shaquille,Powell,Shaquille Powell,/nv/las-vegas/bishop-gorman-gaels/athletes/shaquille-powell/football/stats/?careerid=l40bb2jp2k6ue,l40bb2jp2k6ue,RB,Bishop Gorman,NV,2458,2458,153.6,12.41,198,85,40,1,16,2011,rushing
38,Jack,Fields,Jack Fields,/tx/el-paso/americas-trail-blazers/athletes/jack-fields/football/stats/?careerid=6v23optd7ddsc,6v23optd7ddsc,RB,Americas,TX,2442,2442,222.0,9.28,263,94,25,0,11,2011,rushing
39,Alex,Manwaring,Alex Manwaring,/ct/ledyard/ledyard-colonels/athletes/alex-manwaring/football/stats/?careerid=he7e50oqn4311,he7e50oqn4311,"RB, DB",Ledyard,CT,2435,2435,187.3,6.65,366,73,0,0,13,2011,rushing
40,Dj,Jones,Dj Jones,/oh/ravenna/ravenna-ravens/athletes/dj-jones/football/stats/?careerid=uv33osdkoouee,uv33osdkoouee,"RB, LB",Ravenna,OH,2433,2433,202.8,8.48,287,90,33,2,12,2011,rushing
41,Casey,Jahn,Casey Jahn,/az/phoenix/northwest-christian-crusaders/athletes/casey-jahn/football/stats/?careerid=l4eeri8qtcctd,l4eeri8qtcctd,"RB, OLB",Northwest Christian,AZ,2432,2432,173.7,9.21,264,0,36,0,14,2011,rushing
42,Zach,Anderson,Zach Anderson,/tx/odem/odem-owls/athletes/zach-anderson/football/stats/?careerid=i7ip29f1i3q77,i7ip29f1i3q77,QB,Odem,TX,2432,2432,202.7,9.04,269,80,35,3,12,2011,rushing
43,Justin,Hughes,Justin Hughes,/nc/bakersville/mitchell-mountaineers/athletes/justin-hughes/football/stats/?careerid=avta8fm1rmgi2,avta8fm1rmgi2,"QB, DB",Mitchell,NC,2431,2431,173.6,8.47,287,92,33,4,14,2011,rushing
44,Elbie,Fonda,Elbie Fonda,/mo/caruthersville/caruthersville-tigers/athletes/elbie-fonda/football/stats/?careerid=dog4ckm3mll77,dog4ckm3mll77,"RB, DB",Caruthersville,MO,2415,2415,185.8,11.72,206,99,33,1,13,2011,rushing
45,Corey,Willis,Corey Willis,/mi/holland/holland-dutch/athletes/corey-willis/football/stats/?careerid=2fdm1tmbdeo77,2fdm1tmbdeo77,"QB, DB",Holland,MI,2412,2412,201.0,7.63,316,65,33,4,12,2011,rushing
46,Zachary,Perigo,Zachary Perigo,/ca/delano/delano-tigers/athletes/zachary-perigo/football/stats/?careerid=epmts8kup6abb,epmts8kup6abb,"RB, DB",Delano,CA,2403,2403,218.5,8.61,279,95,26,2,11,2011,rushing
47,DeShawn,Coleman,DeShawn Coleman,/pa/hermitage/hickory-hornets/athletes/deshawn-coleman/football/stats/?careerid=bufh2prpsgbff,bufh2prpsgbff,"RB, DB",Hickory,PA,2393,2393,199.4,11.45,209,86,31,5,12,2011,rushing
48,Aaron,Mungia,Aaron Mungia,/tx/weslaco/weslaco-east-wildcats/athletes/aaron-mungia/football/stats/?careerid=u6g5jkfumk0m6,u6g5jkfumk0m6,RB,Weslaco East,TX,2392,2392,199.3,6.21,385,64,33,6,12,2011,rushing
49,Niko,Kapeli,Niko Kapeli,/nv/henderson/liberty-patriots/athletes/niko-kapeli/football/stats/?careerid=upp6tn40u6ebb,upp6tn40u6ebb,"RB, S",Liberty,NV,2383,2383,183.3,6.83,349,71,30,1,13,2011,rushing
50,Justin,Davis,Justin Davis,/ca/stockton/lincoln-trojans/athletes/justin-davis/football/stats/?careerid=bhebid54fnik4,bhebid54fnik4,RB,Lincoln,CA,2380,2380,198.3,8.69,274,94,36,0,12,2011,rushing
51,Curran ,John,Curran  John,/ca/san-juan-capistrano/saddleback-valley-christian-warriors/athletes/curran-john/football/stats/?careerid=97pakgk0b6tn7,97pakgk0b6tn7,RB,Saddleback Valley Christian,CA,2364,2364,214.9,9.34,253,78,37,4,11,2011,rushing
52,Sherman,Gilbert,Sherman Gilbert,/tx/coldspring/coldspring-oakhurst-trojans/athletes/sherman-gilbert/football/stats/?careerid=4r47in4t37g44,4r47in4t37g44,"RB, CB",Coldspring-Oakhurst,TX,2361,2361,168.6,11.14,212,72,36,0,14,2011,rushing
53,Jace,Billingsley,Jace Billingsley,/nv/winnemucca/lowry-buckaroos/athletes/jace-billingsley/football/stats/?careerid=vk4dmlkqeap99,vk4dmlkqeap99,"RB, S",Lowry,NV,2360,2360,196.7,11.74,201,92,30,0,12,2011,rushing
54,Christian,Whigham,Christian Whigham,/tx/midland/midland-christian-mustangs/athletes/christian-whigham/football/stats/?careerid=tdqu5geg299ue,tdqu5geg299ue,"RB, DB",Midland Christian,TX,2360,2360,168.6,8.68,272,47,44,0,14,2011,rushing
55,JERREON,DENNIS,JERREON DENNIS,/co/grand-junction/grand-junction-tigers/athletes/jerreon-dennis/football/stats/?careerid=32adf3694lmh1,32adf3694lmh1,,Grand Junction,CO,2354,2354,196.2,10.32,228,85,31,1,12,2011,rushing
56,Colin,Bryan,Colin Bryan,/pa/windber/windber-ramblers/athletes/colin-bryan/football/stats/?careerid=jdpuh7nqo2tm6,jdpuh7nqo2tm6,"TB, SS",Windber,PA,2352,2352,213.8,8.78,268,80,34,0,11,2011,rushing
57,Theryl,Brown,Theryl Brown,/fl/wewahitchka/wewahitchka-gators/athletes/theryl-brown/football/stats/?careerid=d3m6hndl4i9ff,d3m6hndl4i9ff,"RB, FS",Wewahitchka,FL,2350,2350,213.6,11.19,210,94,0,2,11,2011,rushing
58,Alex,Holland,Alex Holland,/pa/curwensville/curwensville-golden-tide/athletes/alex-holland/football/stats/?careerid=b6ius6atdeej3,b6ius6atdeej3,"RB, ILB",Curwensville,PA,2334,2334,259.3,7.91,295,91,27,7,9,2011,rushing
59,Brenden,Lytton,Brenden Lytton,/ct/torrington/torrington-raiders/athletes/brenden-lytton/football/stats/?careerid=qqrsc0spot7cc,qqrsc0spot7cc,"RB, DB",Torrington,CT,2333,2333,259.2,10.06,232,99,29,2,9,2011,rushing
60,Ray,Lewis lll,Ray Lewis lll,/fl/lake-mary/lake-mary-prep-griffins/athletes/ray-lewis-lll/football/stats/?careerid=fh1rj3g4ouvh1,fh1rj3g4ouvh1,ATH,Lake Mary Prep,FL,2321,2321,232.1,13.11,177,97,29,0,10,2011,rushing
61,Jaxton,Mcnair,Jaxton Mcnair,/tx/bryan/brazos-christian-eagles/athletes/jaxton-mcnair/football/stats/?careerid=mtd112h7dgpi2,mtd112h7dgpi2,,Brazos Christian,TX,2315,2315,192.9,9.94,233,78,28,7,12,2011,rushing
62,JJ,Fisher,JJ Fisher,/or/milwaukie/la-salle-falcons/athletes/jj-fisher/football/stats/?careerid=edaonqp9t3fg0,edaonqp9t3fg0,"RB, CB",La Salle,OR,2315,2315,178.1,8.64,268,98,31,2,13,2011,rushing
63,Kyle,Mariacher,Kyle Mariacher,/pa/mercer/mercer-mustangs/athletes/kyle-mariacher/football/stats/?careerid=ncq4hag77eg66,ncq4hag77eg66,"RB, LB",Mercer,PA,2314,2314,210.4,9.76,237,83,33,3,11,2011,rushing
64,Dom,Delucia,Dom Delucia,/ny/pittsford/pittsford-panthers/athletes/dom-delucia/football/stats/?careerid=t4pr5mi5419qa,t4pr5mi5419qa,"RB, FS",Pittsford,NY,2312,2312,231.2,7.81,296,67,25,1,10,2011,rushing
65,Alex,Resnick,Alex Resnick,/wi/cambridge/cambridge-bluejays/athletes/alex-resnick/football/stats/?careerid=mnui91itdkmvf,mnui91itdkmvf,"RB, LB",Cambridge,WI,2306,2306,192.2,7.66,301,0,27,0,12,2011,rushing
66,Parker,Hughes,Parker Hughes,/al/selma/morgan-academy-senators/athletes/parker-hughes/football/stats/?careerid=4pv8ihbcd18dd,4pv8ihbcd18dd,"RB, S",Morgan Academy,AL,2294,2294,208.5,8.69,264,64,30,3,11,2011,rushing
67,Tanner,Fisher,Tanner Fisher,/ks/buhler/buhler-crusaders/athletes/tanner-fisher/football/stats/?careerid=hnojq72pim5cc,hnojq72pim5cc,"TB, C",Buhler,KS,2282,2282,207.5,12.2,187,92,31,3,11,2011,rushing
68,Cameron,Mcdondle,Cameron Mcdondle,/co/littleton/columbine-rebels/athletes/cameron-mcdondle/football/stats/?careerid=thgnq7l247hdd,thgnq7l247hdd,,Columbine,CO,2275,2275,162.5,8.82,258,86,27,8,14,2011,rushing
69,Tyrone,Swoopes,Tyrone Swoopes,/tx/whitewright/whitewright-tigers/athletes/tyrone-swoopes/football/stats/?careerid=td3slap3cqjtd,td3slap3cqjtd,"QB, FS",Whitewright,TX,2267,2267,206.1,13.34,170,93,29,2,11,2011,rushing
70,Daniel,McCoy,Daniel McCoy,/ar/prescott/prescott-curley-wolves/athletes/daniel-mccoy/football/stats/?careerid=1e7ptt7ohl711,1e7ptt7ohl711,RB,Prescott,AR,2259,2259,161.4,8.49,266,76,38,1,14,2011,rushing
71,Khris,Fransis,Khris Fransis,/nc/durham/hillside-hornets/athletes/khris-fransis/football/stats/?careerid=6ognmqel3bu99,6ognmqel3bu99,"RB, HB",Hillside,NC,2250,2250,173.1,7.48,301,63,31,0,13,2011,rushing
72,Russell,Washington,Russell Washington,/nc/harrells/harrells-christian-academy-crusaders/athletes/russell-washington/football/stats/?careerid=8ajpil6ordj00,8ajpil6ordj00,"RB, LB",Harrells Christian Academy,NC,2249,2249,187.4,9.1,247,0,38,0,12,2011,rushing
73,Preston,Bare,Preston Bare,/pa/palmyra/palmyra-cougars/athletes/preston-bare/football/stats/?careerid=f88ovv3p9lr11,f88ovv3p9lr11,"RB, LB",Palmyra,PA,2241,2241,186.8,8.46,265,81,28,4,12,2011,rushing
74,Antwynn,Beavers,Antwynn Beavers,/mo/liberty/liberty-north-eagles/athletes/antwynn-beavers/football/stats/?careerid=rg938pi3sfnrb,rg938pi3sfnrb,RB,Liberty North,MO,2239,2239,203.5,7.34,305,99,21,1,11,2011,rushing
75,Chris,Robinson,Chris Robinson,/sc/seneca/seneca-bobcats/athletes/chris-robinson/football/stats/?careerid=kjfinjgrn1155,kjfinjgrn1155,,Seneca,SC,2237,2237,203.4,10.81,207,0,19,0,11,2011,rushing
76,Morgan,Steward,Morgan Steward,/mo/kansas-city/staley-falcons/athletes/morgan-steward/football/stats/?careerid=veqbds4qn0bcc,veqbds4qn0bcc,RB,Staley,MO,2226,2226,159.0,9.89,225,85,27,0,14,2011,rushing
77,Jimarrian,Woodard,Jimarrian Woodard,/ms/weir/weir-lions/athletes/jimarrian-woodard/football/stats/?careerid=r8pdvqevrj6dd,r8pdvqevrj6dd,"FB, LB",Weir,MS,2218,2218,221.8,7.02,316,48,22,3,10,2011,rushing
78,Sean,Tow,Sean Tow,/ca/el-dorado/union-mine-diamondbacks/athletes/sean-tow/football/stats/?careerid=k9sdiu1hg40p9,k9sdiu1hg40p9,"OLB, RB",Union Mine,CA,2217,2217,246.3,9.94,223,96,20,1,9,2011,rushing
79,Marshaun,Coprich,Marshaun Coprich,/ca/hesperia/oak-hills-bulldogs/athletes/marshaun-coprich/football/stats/?careerid=fv0p9vtii3r66,fv0p9vtii3r66,"RB, DB",Oak Hills,CA,2217,2217,201.5,9.01,246,93,28,5,11,2011,rushing
80,Robert,Murtha,Robert Murtha,/ca/costa-mesa/estancia-eagles/athletes/robert-murtha/football/stats/?careerid=cd0in76bcu833,cd0in76bcu833,"RB, K",Estancia,CA,2215,2215,170.4,8.08,274,0,19,0,13,2011,rushing
81,John,Sieczkowski,John Sieczkowski,/nj/englishtown/manalapan-braves/athletes/john-sieczkowski/football/stats/?careerid=52d285s5924sc,52d285s5924sc,"RB, LB",Manalapan,NJ,2207,2207,183.9,7.66,288,89,24,4,12,2011,rushing
82,Colin,Moore,Colin Moore,/ct/avon/avon-falcons/athletes/colin-moore/football/stats/?careerid=1fsd98q8lj088,1fsd98q8lj088,"QB, DB",Avon,CT,2206,2206,220.6,7.3,302,80,23,3,10,2011,rushing
83,Robert,Johnson,Robert Johnson,/tx/lubbock/estacado-matadors/athletes/robert-johnson/football/stats/?careerid=fmgcq7to2dscc,fmgcq7to2dscc,"RB, LB",Estacado,TX,2203,2203,183.6,11.42,193,89,30,0,12,2011,rushing
84,I'tavius,Mathers,I'tavius Mathers,/tn/murfreesboro/blackman-blaze/athletes/itavius-mathers/football/stats/?careerid=in0c1jiafvmee,in0c1jiafvmee,RB,Blackman,TN,2203,2203,200.3,9.66,228,87,25,0,11,2011,rushing
85,Dalton,Crossan,Dalton Crossan,/ny/lake-ronkonkoma/sachem-north/athletes/dalton-crossan/football/stats/?careerid=jbnvni9mscq22,jbnvni9mscq22,"RB, DB",Sachem North,NY,2196,2196,199.6,10.51,209,90,35,3,11,2011,rushing
86,Kevin,Ellison,Kevin Ellison,/ga/mt-airy/habersham-central-raiders/athletes/kevin-ellison/football/stats/?careerid=hl3fg7v6cb3l5,hl3fg7v6cb3l5,QB,Habersham Central,GA,2183,2183,198.5,10.3,212,0,32,0,11,2011,rushing
87,Curtis ,King,Curtis  King,/tn/knoxville/austin-east-roadrunners/athletes/curtis-king/football/stats/?careerid=o0farbeeff5l5,o0farbeeff5l5,"LB, RB",Austin-East,TN,2168,2168,154.9,6.67,325,64,9,10,14,2011,rushing
88,Parker,Henry,Parker Henry,/wa/vancouver/skyview-storm/athletes/parker-henry/football/stats/?careerid=1hhtgus905bj3,1hhtgus905bj3,"RB, LB",Skyview,WA,2165,2165,166.5,8.76,247,0,31,0,13,2011,rushing
89,Billy,Lombardi,Billy Lombardi,/ny/rochester/aquinas-institute-little-irish/athletes/billy-lombardi/football/stats/?careerid=nkessr607t055,nkessr607t055,"TB, LB",Aquinas Institute,NY,2146,2146,178.8,9.29,231,85,26,1,12,2011,rushing
90,Austin,Cundiff,Austin Cundiff,/az/phoenix/phoenix-christian-cougars/athletes/austin-cundiff/football/stats/?careerid=dkoqo4u1ko2o8,dkoqo4u1ko2o8,"RB, LB",Phoenix Christian,AZ,2144,2144,194.9,11.84,181,80,27,1,11,2011,rushing
91,Jamauri,Bogan,Jamauri Bogan,/nj/union/union-farmers/athletes/jamauri-bogan/football/stats/?careerid=qov0pcc2029h1,qov0pcc2029h1,RB,Union,NJ,2144,2144,238.2,8.68,247,96,24,0,9,2011,rushing
92,Mitch ,Fischer,Mitch  Fischer,/az/tucson/ironwood-ridge-nighthawks/athletes/mitch-fischer/football/stats/?careerid=ff9s9mr9c3arb,ff9s9mr9c3arb,"RB, DB",Ironwood Ridge,AZ,2143,2143,164.8,8.61,249,0,29,0,13,2011,rushing
93,Jack,Haffner,Jack Haffner,/pa/state-college/state-college-little-lions/athletes/jack-haffner/football/stats/?careerid=s06d194gink66,s06d194gink66,"RB, LB",State College,PA,2143,2143,164.8,7.44,288,80,28,6,13,2011,rushing
94,Miles,Jones,Miles Jones,/ga/acworth/allatoona-buccaneers/athletes/miles-jones/football/stats/?careerid=8jv3on3rr0bee,8jv3on3rr0bee,RB,Allatoona,GA,2142,2142,164.8,7.88,272,80,29,1,13,2011,rushing
95,Akeel,Lynch,Akeel Lynch,/ny/hamburg/st-francis-red-raiders/athletes/akeel-lynch/football/stats/?careerid=e64m0ifvtt0j3,e64m0ifvtt0j3,"FS, RB",St. Francis,NY,2136,2136,213.6,9.49,225,88,25,1,10,2011,rushing
96,Danny,Ferens,Danny Ferens,/pa/clymer/penns-manor-comets/athletes/danny-ferens/football/stats/?careerid=i7m36ha7f7744,i7m36ha7f7744,"QB, CB",Penns Manor,PA,2129,2129,152.1,8.48,251,91,27,9,14,2011,rushing
97,Derrick,Villard,Derrick Villard,/ct/cromwell/cromwell-panthers/athletes/derrick-villard/football/stats/?careerid=pobfj95knoabb,pobfj95knoabb,"RB, OLB",Cromwell,CT,2125,2125,163.5,8.71,244,75,27,1,13,2011,rushing
98,Oshay,Dunmore,Oshay Dunmore,/or/newport/newport-cubs/athletes/oshay-dunmore/football/stats/?careerid=2vn8i7udd3sm6,2vn8i7udd3sm6,"QB, DB",Newport,OR,2124,2124,193.1,9.32,228,89,25,0,11,2011,rushing
99,Daniel,Harper,Daniel Harper,/or/scio/scio-loggers/athletes/daniel-harper/football/stats/?careerid=mvjrqid43n266,mvjrqid43n266,"RB, LB",Scio,OR,2121,2121,151.5,10.2,208,75,25,6,14,2011,rushing
100,Rondreas,Truesdale,Rondreas Truesdale,/sc/fort-mill/indian-land-warriors/athletes/rondreas-truesdale/football/stats/?careerid=sf229fengafg0,sf229fengafg0,"QB, DB",Indian Land,SC,2120,2120,192.7,9.95,213,81,34,0,11,2011,rushing
101,Terrell,Newby,Terrell Newby,/ca/west-hills/chaminade-eagles/athletes/terrell-newby/football/stats/?careerid=k6kib1qts82dd,k6kib1qts82dd,RB,Chaminade,CA,2117,2117,162.8,6.99,303,67,34,0,13,2011,rushing
102,Eric,Williams,Eric Williams,/co/highlands-ranch/rock-canyon-jaguars/athletes/eric-williams/football/stats/?careerid=c4p6aeqf4otqa,c4p6aeqf4otqa,,Rock Canyon,CO,2115,2115,192.3,10.17,208,96,28,2,11,2011,rushing
103,Derrick,Hughes,Derrick Hughes,/mo/hamilton/penney-hornets/athletes/derrick-hughes/football/stats/?careerid=719677ad4sr00,719677ad4sr00,"RB, NG",Penney,MO,2115,2115,162.7,7.27,291,82,30,2,13,2011,rushing
104,Daniel,Taylor,Daniel Taylor,/la/lutcher/lutcher-bulldogs/athletes/daniel-taylor/football/stats/?careerid=8rt9c07472199,8rt9c07472199,RB,Lutcher,LA,2113,2113,150.9,9.15,231,92,22,0,14,2011,rushing
105,Trey'vonne,Barr'e,Trey'vonne Barr'e,/ok/jenks/jenks-trojans/athletes/treyvonne-barre/football/stats/?careerid=memjaibk4d8n7,memjaibk4d8n7,,Jenks,OK,2110,2110,162.3,9.1,232,84,21,4,13,2011,rushing
106,Matthew,Kaufmann,Matthew Kaufmann,/tx/mcallen/mcallen-memorial-mustangs/athletes/matthew-kaufmann/football/stats/?careerid=oloncmv6mmqg0,oloncmv6mmqg0,"QB, DB",McAllen Memorial,TX,2107,2107,162.1,7.92,266,80,30,0,13,2011,rushing
